m,n
52,76
11,62
39,95
98,171
36,43
178,97
108,136
70,48
84,116
64,103
121,70
49,78
51,154
30,186
81,175
40,66
102,196
191,22
109,87
150,111
187,19
43,150
189,199
195,122
150,173
87,132
175,192
196,159
91,47
49,129
182,106
146,106
42,103
106,73
90,15
59,158
136,173
62,22
10,184
86,94
110,188
110,106
96,130
35,123
64,164
65,152
160,32
65,104
189,48
194,79
27,82
187,97
97,61
115,169
34,43
85,165
131,63
147,141
154,103
68,162
26,95
79,26
91,151
18,73
165,22
119,20
47,57
49,158
36,60
169,27
36,158
125,33
106,27
89,162
197,82
165,134
35,38
65,190
53,21
20,147
87,16
182,165
147,59
125,67
143,113
25,151
124,129
111,25
55,135
59,33
97,32
35,148
108,94
39,151
80,151
182,28
197,167
151,198
164,56
78,59
74,64
16,138
143,69
137,164
148,143
151,75
105,162
24,163
11,115
160,179
159,23
189,83
133,109
61,169
195,188
23,38
142,33
158,138
24,56
108,63
16,108
126,100
169,129
146,106
177,26
55,58
130,166
81,178
78,158
78,59
83,94
48,139
141,29
65,152
141,137
169,95
158,109
52,172
169,44
98,98
168,111
78,141
93,34
169,89
112,159
84,83
98,11
62,147
91,170
106,196
127,153
34,144
117,26
39,20
72,41
40,197
129,25
158,27
96,159
102,76
66,61
31,183
100,154
99,97
190,168
154,175
57,108
176,71
155,122
92,58
157,194
143,11
177,121
127,117
69,100
190,71
164,175
46,127
174,173
74,86
51,38
162,151
121,53
46,123
87,56
104,13
35,106
169,144
185,92
181,47
120,20
56,17
47,90
148,17
109,67
142,123
46,123
176,45
172,27
166,44
150,153
87,45
90,66
78,71
108,32
170,180
127,115
98,115
30,30
130,141
73,18
171,166
167,185
101,124
161,73
139,82
51,197
78,196
144,97
90,87
180,126
193,82
48,141
11,40
182,20
22,40
122,114
103,164
84,106
135,92
162,107
30,142
103,78
172,151
183,183
184,105
175,64
131,96
60,53
100,116
90,101
95,181
125,183
71,149
81,185
142,113
181,152
39,52
153,24
136,96
164,34
154,106
181,91
114,148
35,166
180,141
31,62
25,157
37,139
135,102
86,54
142,135
89,83
140,75
19,102
40,94
182,29
181,57
76,85
90,36
191,177
95,147
181,166
98,39
27,108
58,129
23,27
69,61
166,26
200,63
41,72
52,73
51,196
91,51
29,82
120,135
86,18
182,175
147,157
69,67
89,65
152,109
10,169
11,23
197,17
22,31
47,53
19,92
77,160
80,115
185,69
144,83
82,52
141,32
37,126
40,82
59,181
42,175
196,181
83,24
80,27
27,185
169,31
77,144
115,105
128,148
50,175
108,83
69,78
81,144
20,110
149,76
14,69
68,121
87,128
107,94
78,81
194,151
80,77
55,32
98,189
37,109
27,110
90,63
150,112
185,112
124,127
127,114
187,56
42,145
171,112
169,151
58,149
37,89
182,14
180,86
131,94
75,36
108,182
85,99
194,90
173,102
153,143
10,126
98,171
65,93
104,124
99,41
70,164
13,139
176,12
198,184
188,55
30,179
111,147
168,171
18,99
10,12
196,163
29,90
43,36
193,21
92,118
122,85
192,94
23,42
174,99
131,41
126,62
85,168
139,97
100,57
174,75
70,194
102,174
107,100
188,168
110,190
70,104
134,104
27,183
68,12
113,103
98,101
181,70
99,179
110,35
200,190
182,156
139,20
174,141
31,121
108,150
36,118
42,95
101,121
64,87
129,200
139,138
56,33
23,59
195,170
184,87
32,154
65,181
145,19
12,59
134,107
158,14
147,184
76,115
101,177
17,96
58,55
180,170
35,144
187,53
121,93
139,162
134,114
141,39
18,96
85,124
14,111
117,44
36,70
122,59
35,70
39,180
81,51
114,114
171,21
104,82
44,83
178,95
34,106
172,43
102,127
152,140
170,184
150,32
164,125
62,114
183,118
105,169
184,195
47,142
51,197
140,195
84,100
92,30
136,92
88,182
99,137
191,154
177,43
181,199
13,98
173,104
35,186
19,127
100,78
52,151
176,111
26,111
87,16
112,75
104,90
62,41
45,168
180,50
22,39
100,180
43,125
30,11
19,178
197,151
69,168
109,152
37,90
45,118
60,74
91,20
54,195
153,48
129,115
84,115
196,100
97,13
20,171
169,147
23,118
199,14
196,49
76,148
56,190
151,148
82,114
55,20
66,154
26,111
45,136
69,135
84,19
155,172
39,112
155,132
36,75
132,109
65,118
142,156
14,76
65,98
151,158
167,68
39,174
154,177
191,104
89,101
195,49
26,89
199,90
131,124
121,28
88,45
130,96
22,85
39,21
26,154
71,166
22,60
32,22
142,13
71,157
52,74
53,18
77,84
70,45
152,27
189,69
177,69
180,80
18,140
174,151
184,155
123,142
158,60
164,83
152,60
57,148
128,69
75,144
80,16
174,45
121,53
21,64
150,135
21,134
98,161
189,140
178,40
119,185
91,34
131,193
16,93
65,142
88,14
30,53
159,96
124,148
169,42
147,167
15,157
159,42
169,73
27,115
149,184
184,96
36,106
30,10
127,174
174,158
157,161
89,35
13,71
99,177
68,22
117,71
76,162
181,75
88,154
27,61
198,141
95,35
34,138
31,134
194,30
19,131
27,56
198,164
183,59
67,179
67,185
63,163
45,45
156,97
86,120
156,18
155,115
106,125
18,22
195,116
164,78
133,164
103,107
200,142
22,49
193,195
73,167
30,91
163,156
186,103
84,138
188,113
135,22
187,159
15,198
109,46
31,12
197,59
85,176
66,91
84,106
155,34
12,182
77,37
175,87
126,159
38,66
68,41
42,45
151,138
162,51
195,57
139,96
159,177
174,159
184,94
156,135
103,69
199,157
121,125
200,142
158,166
137,121
162,135
195,96
178,54
185,61
62,65
192,92
80,103
117,24
81,60
161,199
81,167
86,26
197,179
122,89
36,43
73,60
193,36
25,16
108,61
184,187
125,82
69,156
135,98
119,180
47,68
167,163
17,23
28,166
162,173
120,196
39,55
10,146
31,17
73,128
126,168
96,41
150,184
143,80
19,73
161,55
132,190
193,84
36,154
75,137
13,154
116,20
90,93
148,44
179,74
192,62
53,54
30,105
61,74
68,192
189,72
43,136
90,41
144,109
96,119
153,123
150,87
153,25
126,180
95,191
10,48
114,81
195,163
23,131
29,71
153,183
63,141
199,167
128,89
72,179
70,176
158,135
190,185
187,50
106,175
117,159
78,146
110,182
135,98
72,109
21,79
86,23
192,11
46,39
26,194
171,100
155,187
125,51
185,25
155,91
106,121
30,143
139,90
19,59
195,117
83,87
155,51
66,116
25,88
131,34
96,183
86,96
49,113
88,68
77,80
71,170
28,83
154,66
199,44
52,92
132,24
200,52
20,60
36,125
69,27
148,112
45,61
35,175
45,51
28,121
21,108
16,105
25,175
51,48
170,107
53,28
150,187
79,36
136,38
109,134
136,38
126,52
44,155
102,147
163,181
156,161
159,147
86,28
155,66
44,112
66,166
149,159
111,198
117,136
88,74
40,131
37,74
30,123
45,191
58,72
101,180
150,169
156,61
67,105
44,138
135,48
76,190
196,110
45,129
171,37
153,153
175,100
70,167
186,22
115,138
162,60
139,145
49,184
50,93
111,12
12,38
45,164
164,139
102,152
74,62
161,179
26,12
128,83
144,73
166,142
101,29
105,125
57,126
122,51
115,87
195,175
59,78
158,58
19,183
115,22
56,13
54,26
67,45
184,138
44,141
175,107
18,177
77,111
171,67
160,23
35,127
166,25
165,200
41,171
69,118
168,68
87,71
199,10
121,58
170,102
39,133
21,43
146,126
167,199
199,139
41,71
57,119
172,35
113,54
156,154
16,159
20,95
127,176
30,168
102,176
143,47
34,58
79,118
127,86
106,79
131,97
15,65
145,172
163,101
86,70
45,134
78,180
141,42
29,10
26,68
17,57
169,54
53,32
28,126
80,57
131,180
127,102
150,102
40,67
102,95
88,97
20,28
113,78
40,29
172,140
135,179
26,170
170,60
178,102
89,68
171,69
37,129
154,106
21,149
52,157
52,189
191,130
170,106
144,142
118,67
28,163
147,130
186,158
151,167
182,94
25,133
196,108
121,179
56,51
199,88
17,94
129,161
94,59
43,10
200,75
58,181
153,19
92,37
132,100
61,165
137,128
45,186
181,184
143,86
48,193
145,150
168,200
91,23
126,20
23,44
98,126
73,196
91,198
13,129
106,170
134,89
133,42
101,120
33,102
24,171
165,69
64,128
99,64
37,159
179,58
41,55
51,131
114,194
46,179
176,95
51,71
36,141
47,195
180,84
166,191
149,80
127,97
170,157
116,188
175,24
18,181
156,136
194,182
86,74
183,95
194,117
155,105
178,166
32,13
106,63
47,39
75,43
43,161
83,75
124,113
59,133
151,168
19,66
170,159
145,59
43,173
84,155
100,177
85,10
145,42
53,78
69,139
124,63
121,69
10,196
116,171
170,165
150,162
100,20
174,112
104,140
103,17
76,140
188,64
121,69
71,34
100,14
14,72
41,137
109,62
141,189
43,99
90,114
110,100
144,173
149,127
111,133
141,144
164,131
25,69
184,146
30,10
193,87
123,87
183,63
157,42
12,94
196,134
190,86
92,118
163,49
131,192
90,166
65,86
130,151
145,100
34,42
161,103
114,177
55,129
11,83
17,75
13,197
67,168
26,79
12,112
112,145
84,26
116,93
167,62
101,197
72,175
136,103
194,86
71,172
69,85
189,118
132,160
46,117
180,198
33,137
105,177
160,11
36,165
179,72
84,130
111,101
194,44
38,88
140,186
35,129
89,127
79,108
72,181
125,91
200,12
182,40
155,34
122,69
57,138
192,74
155,139
74,184
190,50
156,129
68,158
47,98
197,56
110,167
197,161
53,88
46,156
87,150
25,50
137,136
23,66
84,27
158,116
58,26
135,115
95,66
54,155
122,34
98,141
110,104
147,159
85,11
177,110
191,174
28,190
72,87
24,29
186,107
154,80
11,48
156,114
78,53
131,141
59,160
49,83
77,191
42,16
24,16
97,144
80,65
161,154
22,19
65,41
146,23
81,64
177,23
44,177
187,171
74,18
44,171
69,60
61,117
85,146
48,97
199,151
89,66
156,149
126,76
151,143
53,129
42,39
22,43
185,96
14,147
167,27
39,187
155,65
168,167
71,186
160,56
199,129
73,59
164,59
198,137
186,56
136,17
140,157
168,18
19,146
108,165
112,176
169,91
138,16
33,154
113,157
30,163
151,62
32,72
76,34
183,137
113,90
127,24
106,99
196,39
102,160
29,13
104,84
53,35
115,130
99,66
110,60
166,170
52,195
159,140
32,60
155,18
186,197
48,60
70,153
101,151
128,98
177,181
193,108
89,115
29,148
189,12
179,24
22,145
139,89
67,78
47,91
91,168
159,12
130,71
114,190
34,11
146,153
103,181
197,17
92,87
85,138
159,169
84,63
63,192
108,151
19,21
148,195
159,130
165,183
180,65
179,60
57,168
161,192
133,15
30,165
113,177
186,57
81,136
180,124
182,141
37,182
57,136
118,151
21,95
137,27
107,200
19,64
40,29
73,50
91,147
173,94
103,113
151,79
189,171
78,175
137,78
123,113
160,171
83,46
79,168
142,16
125,18
177,200
128,61
99,33
49,95
171,77
117,144
38,110
134,148
99,144
166,15
140,146
88,39
198,100
50,114
20,19
103,169
77,52
72,31
103,41
16,111
33,149
136,54
135,109
122,30
180,153
42,106
32,28
153,100
197,24
190,99
108,39
131,72
47,54
34,23
94,123
132,19
114,102
33,97
12,174
139,43
185,195
38,153
55,163
81,23
84,169
179,12
107,108
96,172
62,128
162,93
170,141
163,116
99,31
187,194
15,138
118,27
36,35
96,104
20,161
33,38
165,153
24,79
116,102
131,156
51,15
103,187
99,29
49,130
65,70
184,59
192,47
100,195
62,184
81,46
112,109
30,26
93,96
20,191
146,192
35,47
177,17
68,12
157,92
56,32
31,41
120,57
57,80
86,145
104,49
36,105
51,193
84,136
158,92
131,166
41,78
116,97
58,120
10,29
60,57
52,107
53,179
93,10
27,189
199,53
111,158
89,57
38,149
117,177
49,84
57,167
94,10
163,23
124,96
101,158
45,146
127,98
128,200
75,128
50,56
168,170
13,134
178,65
158,165
61,109
100,168
53,127
34,38
56,120
127,123
63,55
46,98
16,72
27,63
156,145
178,145
71,21
91,119
81,109
69,187
20,86
182,180
77,125
86,186
18,61
160,31
57,145
56,194
21,47
99,51
70,129
96,150
165,178
152,41
121,123
50,166
167,155
87,15
165,122
135,192
78,43
167,137
142,106
113,146
145,184
145,192
31,16
187,114
180,67
186,79
170,18
168,73
141,61
135,62
187,111
156,10
38,142
151,100
64,117
96,76
144,24
112,61
12,163
127,41
177,75
35,35
189,157
146,14
36,26
133,72
150,21
54,57
46,179
117,138
155,164
99,13
58,66
93,25
167,31
179,169
191,55
73,82
133,72
153,192
71,79
72,199
56,169
85,70
46,16
29,192
120,172
197,190
19,129
173,136
126,105
175,113
43,57
132,162
146,58
132,107
14,131
68,171
190,60
190,140
16,172
192,20
79,89
72,80
189,171
22,138
28,31
169,200
139,128
60,89
179,163
65,28
41,34
108,55
41,179
123,198
168,188
199,183
16,175
112,81
83,164
89,139
192,73
106,71
163,159
110,27
143,110
120,91
166,22
24,44
12,87
196,160
149,199
147,37
152,104
142,56
132,88
27,79
121,158
177,118
152,75
157,49
167,11
79,101
197,49
188,46
100,117
151,164
62,123
147,37
150,92
112,123
124,63
94,15
68,161
188,173
154,198
63,84
108,75
199,55
105,24
18,43
110,54
120,83
13,92
32,12
108,156
68,175
196,35
101,95
50,88
44,14
71,117
183,25
14,166
46,31
188,131
75,10
15,186
84,189
150,55
98,13
39,116
106,73
116,76
109,111
153,24
56,114
34,19
12,150
140,77
198,167
150,185
188,40
72,145
58,11
118,166
120,108
172,29
191,184
30,40
132,102
92,36
24,49
194,36
136,63
16,183
106,17
72,39
198,52
38,190
96,79
142,47
54,186
151,116
174,127
40,127
153,87
88,195
27,99
152,36
200,137
78,130
111,102
104,84
37,182
86,171
131,57
46,86
146,47
124,101
156,70
131,177
44,111
66,155
63,191
149,151
195,117
111,149
51,128
146,184
72,21
31,60
194,25
96,83
118,85
80,77
166,87
169,185
123,95
84,95
107,43
57,108
94,148
60,67
26,47
17,133
156,90
180,154
165,196
36,10
24,59
60,117
25,163
116,110
119,126
88,57
120,109
59,197
111,139
88,148
124,68
132,125
69,109
180,156
70,115
24,18
136,125
149,182
98,14
188,67
99,23
20,51
38,68
150,199
98,168
56,181
82,26
80,30
108,154
18,31
184,63
114,78
92,187
189,127
23,141
165,82
60,157
104,75
189,58
174,50
81,96
49,58
193,46
176,28
89,25
103,85
189,115
77,163
139,184
111,82
139,94
154,143
60,141
106,155
181,67
144,37
44,47
128,72
188,148
138,83
129,65
97,143
171,103
88,162
48,79
107,110
31,45
136,186
196,65
118,175
134,99
107,190
50,172
68,74
15,167
59,105
183,71
183,31
167,179
158,82
84,100
104,180
157,79
109,68
93,18
184,170
93,38
112,165
106,77
78,183
139,75
113,189
147,119
95,136
10,112
97,78
51,146
147,62
118,134
148,171
109,91
84,50
123,105
33,157
56,34
121,141
51,79
88,35
13,20
33,174
20,195
24,185
57,18
47,152
168,90
102,195
20,194
10,183
28,141
33,152
138,157
143,27
167,41
173,35
117,138
81,150
132,182
42,146
120,48
68,11
76,72
200,137
180,58
179,139
174,165
143,128
36,50
100,27
180,45
70,25
123,70
97,192
61,90
16,173
190,179
10,118
113,93
72,149
154,82
191,41
126,109
112,49
33,77
55,74
196,57
109,17
66,189
141,101
166,158
34,122
106,122
64,35
187,141
200,181
74,17
20,101
118,192
57,132
154,127
117,94
16,145
120,188
159,95
197,87
84,127
174,174
53,78
73,53
179,158
188,138
20,48
176,102
138,123
147,139
46,81
132,156
66,73
48,193
123,16
141,200
56,179
86,168
197,35
69,11
13,64
31,68
166,59
166,154
15,87
50,193
53,98
75,184
161,116
18,43
141,135
157,54
157,61
138,120
143,138
197,145
85,189
108,22
122,142
27,29
59,151
156,64
93,15
160,147
114,47
128,57
20,20
169,34
33,129
41,49
96,62
17,200
47,106
104,64
15,104
70,95
64,89
158,195
75,163
51,198
93,71
107,74
86,32
96,123
40,34
145,195
27,23
42,86
147,142
27,151
30,131
105,112
183,12
110,168
179,35
98,51
175,141
180,193
136,118
10,35
138,47
33,107
47,80
132,43
159,175
143,179
188,126
83,195
179,152
36,123
141,55
92,93
200,125
123,151
40,167
198,130
194,36
176,111
162,83
197,160
91,27
28,152
100,12
13,96
100,197
150,119
11,194
163,125
77,44
190,39
182,43
118,10
37,69
156,14
64,154
38,39
126,119
120,24
160,136
136,49
173,67
107,37
168,140
45,116
122,105
131,22
99,128
83,93
35,141
83,148
191,150
30,91
82,114
92,13
45,137
153,145
37,109
95,35
197,79
17,31
39,189
131,187
59,179
148,84
85,33
24,39
44,109
122,132
121,100
46,33
88,16
116,32
124,168
53,76
67,46
39,165
78,126
166,90
66,111
99,98
200,179
28,69
20,81
56,115
198,182
83,123
180,102
20,120
133,54
170,135
174,169
17,189
187,58
86,189
198,11
146,133
82,35
170,107
114,135
169,46
92,83
65,158
196,108
127,181
130,168
125,118
195,66
65,161
75,162
43,102
84,123
121,33
37,12
24,143
161,148
198,67
20,33
61,154
10,85
45,174
74,186
162,102
132,112
21,36
184,150
136,11
65,85
166,91
144,43
146,38
108,158
182,192
149,169
128,142
11,184
23,22
62,196
92,80
145,91
143,98
192,110
155,192
55,94
180,80
171,14
80,81
69,110
109,57
66,66
90,65
196,50
70,30
96,28
98,144
40,93
168,148
199,77
130,163
40,139
180,179
35,29
74,109
133,15
126,128
199,190
156,46
182,27
60,88
191,143
190,85
67,177
168,169
128,18
180,151
12,140
187,78
142,61
54,122
50,18
196,170
151,53
58,127
143,52
149,56
168,113
109,75
24,135
97,182
154,173
31,134
102,91
127,155
84,100
19,101
146,62
197,46
196,86
171,93
97,121
28,186
21,194
93,41
185,70
159,42
194,12
140,74
47,37
30,170
106,121
41,185
106,79
54,200
152,179
23,89
122,177
100,43
12,182
86,122
60,179
111,112
155,66
29,142
48,14
24,98
98,170
126,76
12,97
131,125
95,105
33,45
113,30
126,35
199,128
185,38
43,70
89,129
85,89
182,163
96,174
67,190
128,173
118,60
104,58
184,34
151,121
78,96
114,115
107,16
11,83
38,67
174,83
101,60
135,156
166,111
62,109
52,27
87,66
87,144
108,88
51,73
33,58
149,153
188,35
85,189
125,61
64,65
105,125
35,198
148,52
15,165
141,40
167,151
21,88
41,62
184,36
130,167
73,101
148,82
84,199
26,128
45,58
77,16
88,87
139,165
73,175
174,17
182,33
88,174
171,173
155,17
178,17
26,105
57,117
164,137
162,41
130,99
197,110
141,185
86,195
113,143
153,124
40,170
129,12
197,162
100,154
82,49
19,179
177,77
192,126
166,194
159,66
139,193
60,137
20,19
168,24
162,78
121,112
49,200
109,100
193,162
136,146
64,163
158,23
185,171
119,55
135,34
29,67
29,48
162,165
107,44
51,81
101,34
190,85
90,188
196,39
92,140
66,182
77,141
32,70
120,128
59,73
29,103
142,106
169,131
25,54
153,129
193,20
181,137
184,200
81,86
30,100
192,35
52,100
75,36
29,35
198,19
160,35
177,50
175,134
189,157
72,148
128,189
81,56
57,102
47,106
166,141
28,70
64,177
43,127
30,129
47,120
116,30
34,167
95,94
36,64
34,42
68,195
44,133
17,169
157,148
46,97
78,53
200,122
187,46
19,72
175,198
182,200
135,51
14,78
137,143
174,137
93,45
70,194
124,198
109,194
22,26
71,152
89,19
22,173
50,121
177,17
96,132
87,117
72,191
154,196
78,31
27,120
15,128
127,145
15,150
48,113
74,43
30,99
15,38
178,74
149,121
25,89
113,56
108,192
148,165
28,17
87,143
191,139
28,146
195,66
142,12
125,93
49,183
51,98
43,73
23,104
96,97
196,48
57,11
110,175
41,189
24,147
86,159
122,195
148,103
179,169
190,160
134,99
140,125
149,97
145,127
93,200
192,87
118,135
160,152
10,160
198,139
168,53
153,146
98,19
75,90
30,28
48,90
108,183
68,83
65,44
39,81
161,166
85,16
146,159
58,52
147,147
48,103
183,176
50,42
68,52
55,18
155,42
29,53
30,139
165,121
177,192
14,151
76,24
59,140
69,14
182,56
163,173
39,189
118,86
130,28
82,68
142,86
73,82
29,17
132,190
118,105
154,152
93,52
199,61
45,97
41,144
108,17
23,63
60,137
138,49
171,180
20,186
32,75
25,57
51,149
136,21
114,148
193,191
72,162
161,131
144,114
119,58
199,192
40,98
154,98
76,148
46,129
74,181
102,139
49,154
154,157
135,170
111,29
132,41
26,41
55,78
147,68
122,185
185,25
10,106
171,178
111,119
165,192
130,197
175,109
76,152
175,92
77,149
149,112
169,84
172,151
25,158
190,23
117,179
12,47
54,124
68,178
48,51
34,59
12,168
139,60
61,184
148,131
26,44
47,176
13,180
67,96
122,60
192,54
34,37
196,143
191,64
16,42
14,84
16,11
112,70
92,31
174,40
128,178
67,147
114,17
59,97
129,40
186,100
184,125
54,24
60,154
32,33
92,100
131,38
130,41
104,177
63,87
97,198
186,118
36,148
25,27
35,74
168,120
124,161
14,187
124,156
43,43
160,67
23,53
13,118
35,132
66,177
90,158
34,16
80,74
108,145
24,145
186,167
37,85
149,127
68,76
135,79
122,33
180,99
168,191
90,53
23,196
166,70
159,137
84,141
92,22
24,63
186,180
80,52
121,196
131,118
167,43
93,44
67,95
109,141
20,180
15,130
92,70
117,102
34,165
70,131
156,14
19,132
84,97
114,119
179,35
131,29
124,11
32,14
58,176
102,147
94,33
165,192
21,45
143,73
17,23
58,115
195,51
118,138
83,186
80,113
76,154
95,184
41,74
98,174
36,180
98,85
184,81
185,178
79,128
40,186
15,24
66,89
50,39
145,12
146,11
66,155
52,147
57,137
97,173
156,156
89,195
71,38
105,121
35,112
173,67
56,185
174,24
58,154
91,168
191,50
38,155
35,27
65,193
153,34
98,173
58,94
129,192
93,187
22,144
108,81
82,121
174,149
112,173
22,66
138,185
94,177
186,180
83,106
74,161
102,102
156,44
155,79
23,32
183,200
190,15
145,95
175,74
37,60
177,81
26,27
167,161
68,14
185,60
42,29
186,175
98,41
200,149
173,136
10,110
188,174
187,132
16,151
193,117
150,190
141,139
122,21
110,143
150,140
48,49
132,168
100,105
175,180
54,69
49,193
79,184
38,194
158,75
22,117
100,37
27,104
162,184
60,84
199,73
91,19
87,155
127,72
112,128
18,182
80,166
14,170
170,19
53,21
120,65
178,160
65,185
159,147
116,57
130,66
167,188
76,59
34,81
114,66
90,128
131,146
76,55
76,172
138,129
154,57
85,31
136,45
79,173
68,123
91,154
11,93
108,165
43,95
105,197
60,114
125,100
131,97
12,174
149,143
40,67
91,128
49,89
62,57
143,30
149,123
59,30
155,100
83,32
32,97
53,24
122,137
67,104
80,162
179,154
51,64
74,131
18,63
69,16
35,136
186,162
164,156
11,182
25,92
98,156
112,122
38,111
102,108
13,134
178,10
10,96
149,177
78,120
38,45
163,112
127,42
146,57
162,150
79,87
158,100
106,57
19,21
87,61
169,170
182,139
32,122
127,29
147,183
60,183
170,125
92,22
173,21
18,123
39,162
157,188
21,128
22,176
150,102
186,31
148,169
145,110
37,43
96,76
109,113
16,47
49,118
79,79
12,114
171,149
64,91
150,71
160,162
194,193
94,101
145,53
133,180
98,16
135,193
192,50
200,37
192,74
71,189
117,54
125,15
183,165
67,131
20,109
36,193
67,157
128,169
64,188
56,200
169,103
165,57
59,42
43,188
39,132
153,62
56,38
176,140
71,162
84,13
22,128
29,15
70,72
44,186
99,70
82,42
81,50
163,149
85,136
160,127
74,73
106,123
60,128
18,189
143,137
26,73
41,39
34,107
184,11
131,134
99,139
55,78
52,161
29,58
185,142
100,82
155,119
86,29
103,49
157,27
49,190
41,135
190,189
127,150
124,124
121,93
36,168
29,134
71,82
150,30
93,44
177,101
65,179
136,65
113,149
62,113
138,175
197,86
61,183
149,136
157,169
66,11
102,27
163,160
119,56
79,31
89,71
194,115
14,104
131,34
135,64
79,77
139,119
117,78
158,119
91,188
37,52
23,24
125,77
53,128
185,166
168,161
184,46
115,127
111,147
64,111
198,149
113,10
47,53
35,155
160,69
94,154
54,200
80,184
175,165
198,17
160,23
60,38
114,43
24,54
112,79
14,175
191,119
113,47
20,30
90,30
137,19
121,164
116,90
113,134
157,107
49,93
120,98
128,54
39,184
11,39
49,95
93,55
67,22
104,113
48,68
44,35
132,95
124,188
51,91
16,101
44,131
73,39
17,200
41,144
51,143
18,135
73,125
164,178
162,168
13,22
76,192
22,36
83,68
71,100
143,109
150,121
109,27
168,84
66,42
25,138
88,176
167,191
149,106
90,76
100,34
30,138
96,153
28,59
184,138
98,126
93,109
69,151
44,198
149,126
138,102
78,122
148,147
35,84
130,180
92,16
38,127
172,200
15,77
145,110
169,108
34,62
38,172
15,142
173,111
200,182
172,94
151,87
106,132
56,106
155,151
162,88
171,45
28,97
14,24
120,78
25,40
160,54
172,146
72,107
122,26
124,61
153,128
27,77
66,172
158,176
70,150
106,196
24,135
46,69
89,27
185,114
12,137
61,113
175,76
13,18
63,175
138,194
144,95
14,36
170,26
152,112
75,114
164,136
189,120
199,122
24,116
194,150
49,194
89,168
160,62
145,113
160,16
59,60
67,46
20,28
24,150
63,67
50,151
156,191
39,25
68,134
192,153
128,30
22,163
88,121
144,105
64,22
130,123
197,23
173,148
141,96
156,55
44,137
125,147
133,116
146,24
117,166
72,65
190,22
79,82
177,108
63,135
149,53
112,164
65,133
147,82
41,198
97,123
184,191
139,62
31,57
87,145
143,133
188,72
121,74
92,35
50,126
190,142
17,122
15,120
61,34
40,64
159,183
59,94
84,112
49,43
199,43
83,41
22,52
74,64
15,83
140,111
101,38
56,110
116,34
43,197
177,49
120,44
152,145
13,187
155,153
150,10
55,193
199,119
10,63
176,124
112,131
121,172
195,179
110,136
78,131
79,181
11,148
175,172
39,50
41,89
94,139
24,97
144,151
125,24
137,74
177,58
154,138
170,36
197,85
134,123
43,35
106,89
150,108
89,124
174,48
159,105
87,98
186,87
188,11
132,121
118,187
148,24
163,138
35,82
144,146
14,63
96,101
27,50
196,61
39,84
156,156
97,178
51,144
46,90
193,61
182,92
136,192
182,123
98,11
30,125
150,56
119,141
162,101
58,38
135,106
66,101
24,20
104,55
55,137
133,169
77,115
48,44
134,81
23,45
16,189
137,41
35,33
45,162
126,35
116,193
16,79
108,80
120,16
192,151
101,71
121,65
24,32
96,110
148,18
129,117
40,171
45,27
149,161
99,159
76,52
200,126
188,148
165,74
71,137
127,25
88,91
191,34
152,179
29,97
144,107
23,85
87,36
111,155
120,14
107,68
133,132
191,13
75,147
192,185
139,106
15,70
67,140
131,10
193,49
195,105
181,110
159,142
95,191
154,194
71,41
58,33
108,45
91,93
21,18
28,115
169,174
199,159
191,86
162,59
38,183
67,142
65,98
106,101
60,51
78,155
192,152
104,169
117,57
16,141
127,65
186,192
150,158
76,12
49,113
82,159
159,16
133,119
57,32
56,92
12,38
105,168
26,188
187,141
108,122
84,127
93,31
23,161
128,28
22,41
35,106
68,98
108,100
24,118
20,72
90,47
191,163
52,20
149,47
116,155
62,148
12,101
175,17
168,51
49,78
23,93
34,58
120,14
114,77
147,29
191,91
144,77
191,130
136,107
48,193
73,184
122,51
14,160
138,15
99,141
131,121
79,126
99,129
82,184
13,64
181,71
132,82
159,129
172,79
51,149
60,197
41,200
85,190
101,196
112,150
51,30
31,178
171,88
66,107
22,185
34,104
69,156
54,168
36,101
152,124
161,174
138,182
156,76
163,16
117,44
38,159
186,83
20,119
13,174
161,38
82,150
174,162
124,75
161,15
127,84
129,100
96,165
198,189
136,138
27,46
41,99
41,57
98,11
194,138
13,198
149,153
34,93
55,73
185,22
196,198
61,84
160,60
86,181
125,164
16,148
135,117
108,73
38,53
33,31
33,116
71,69
184,92
36,152
194,170
125,137
45,55
114,73
190,139
180,125
137,169
150,107
179,29
183,46
141,156
182,196
177,13
195,117
26,186
150,36
18,86
58,84
152,36
91,61
140,57
35,78
37,159
62,154
152,148
12,186
72,48
90,191
82,41
131,132
52,126
191,179
117,188
139,29
147,97
28,194
162,149
197,190
117,191
107,127
184,148
55,177
67,165
23,175
128,94
153,122
133,193
20,101
50,152
131,193
42,96
20,27
176,135
186,30
40,139
161,10
172,177
152,135
85,191
103,171
145,104
43,146
181,21
170,182
152,47
155,173
197,124
63,177
11,85
107,83
176,34
78,41
164,91
191,75
102,106
48,51
65,144
15,85
151,73
169,99
133,59
163,197
38,17
26,178
184,109
99,190
137,189
179,61
102,140
119,104
168,79
84,179
34,168
68,155
69,139
179,168
10,29
187,161
174,131
99,195
89,34
64,16
74,103
133,126
185,82
65,16
98,118
196,192
92,43
97,15
86,153
16,58
194,18
150,12
176,166
147,153
12,144
154,82
64,54
190,85
129,176
110,79
176,150
122,36
38,16
115,158
26,115
11,139
124,137
131,94
174,40
198,49
183,114
93,187
150,148
77,62
41,62
156,127
181,182
37,130
145,128
130,197
156,60
54,158
