m,n
106,68
87,14
187,194
179,94
117,196
155,66
95,164
73,18
34,174
102,41
138,111
103,132
143,54
156,87
67,75
184,61
10,48
62,46
90,26
139,69
27,10
60,88
168,80
178,55
19,17
144,100
183,84
144,44
189,24
167,94
94,76
158,187
56,118
94,20
163,69
99,147
16,130
148,102
141,71
101,125
49,59
186,91
30,17
124,100
189,51
47,52
77,29
60,194
140,143
15,66
62,136
142,108
33,90
126,147
198,192
61,158
151,186
138,106
100,159
169,126
173,113
52,179
130,160
163,165
43,116
179,101
165,45
113,53
138,106
71,108
78,120
43,184
87,105
49,125
81,61
200,67
170,96
176,112
39,90
65,106
151,94
74,154
72,14
167,50
181,142
183,144
193,44
165,81
109,166
14,59
153,87
171,96
101,66
30,101
25,109
95,13
38,170
22,120
155,167
50,96
163,105
73,185
180,18
26,124
83,159
135,165
22,72
78,109
150,178
181,181
168,184
124,47
117,160
195,139
138,160
199,177
127,137
64,84
50,69
124,197
134,102
162,65
152,119
49,175
51,96
66,182
96,190
138,17
161,85
44,85
161,52
22,71
44,121
77,145
138,119
154,154
54,107
117,48
12,130
17,105
177,78
104,197
52,108
170,27
59,62
60,31
159,24
188,170
174,154
133,197
132,143
102,57
127,191
88,49
45,90
16,92
25,49
28,111
47,179
148,19
192,28
15,147
111,90
160,177
11,94
115,73
146,32
119,150
60,63
138,187
176,34
30,163
63,62
103,40
101,112
141,162
168,109
39,34
168,136
181,161
113,197
93,12
79,33
15,34
60,101
180,84
154,51
161,77
48,120
37,59
21,23
44,88
189,43
134,93
100,97
108,133
151,52
197,178
91,95
73,73
94,61
155,151
99,34
167,10
172,14
163,144
190,142
190,93
34,12
36,73
113,153
53,168
152,97
129,19
100,114
146,126
90,77
134,128
32,123
33,36
140,19
125,54
89,177
30,186
78,138
62,48
41,22
179,142
131,145
172,10
62,18
193,99
156,14
171,68
58,172
61,188
90,161
30,132
138,42
164,115
120,43
172,116
38,40
165,54
156,40
137,155
86,39
82,50
181,190
142,95
143,36
174,115
200,70
25,129
177,129
136,162
191,186
98,66
27,176
54,151
163,133
85,186
103,115
185,60
163,49
173,48
185,44
24,194
11,169
148,165
39,35
15,138
200,190
24,130
46,175
156,76
84,159
82,149
60,82
158,77
118,167
154,31
63,72
159,127
116,165
176,194
87,180
157,19
51,173
158,39
43,85
114,83
163,96
144,53
166,16
170,44
99,122
185,192
68,34
70,126
163,158
18,132
84,120
164,31
161,166
150,15
150,164
122,185
85,44
44,168
18,44
122,74
168,80
172,106
103,124
100,42
126,138
158,90
122,140
124,15
28,95
81,22
104,19
73,16
45,147
26,30
90,96
182,23
107,73
101,105
138,100
26,18
49,144
199,17
166,156
114,155
102,24
170,138
119,90
18,124
190,46
78,158
133,76
79,77
47,129
126,71
163,68
127,121
105,99
25,109
54,90
44,18
108,13
154,198
14,143
138,168
138,12
177,197
79,95
137,104
11,48
19,154
59,107
90,37
63,36
78,129
70,10
44,150
171,55
10,60
139,33
89,79
66,17
111,75
179,140
170,178
165,115
42,41
105,112
155,40
138,39
20,31
152,21
168,63
172,145
139,162
103,41
62,100
166,80
140,172
156,98
51,34
128,39
27,46
107,77
11,74
188,126
40,200
29,70
189,191
60,91
80,78
149,72
121,100
24,31
35,154
110,140
131,175
55,40
64,48
179,104
167,45
78,193
103,56
61,111
70,179
62,146
191,79
121,93
130,96
57,103
83,62
137,10
37,121
164,91
23,178
105,30
155,66
185,57
124,176
184,107
163,100
77,64
145,42
97,44
41,49
67,137
125,49
75,42
162,41
170,157
116,84
30,19
170,77
158,122
200,187
42,78
99,85
119,21
16,12
90,133
90,200
72,27
32,66
51,69
59,36
105,14
53,49
134,99
172,118
194,182
161,141
137,122
175,27
117,172
81,158
157,70
13,188
199,96
129,143
72,172
164,176
191,182
167,125
94,39
79,25
10,43
184,68
109,198
110,109
171,196
128,19
51,17
155,53
128,124
129,184
76,30
122,128
40,178
200,192
44,16
25,175
30,139
176,115
26,40
144,21
99,51
121,77
47,153
116,190
151,109
54,19
99,135
95,50
43,164
34,111
199,26
124,71
22,105
184,112
97,49
159,195
141,17
154,170
125,13
65,143
131,127
23,129
64,200
31,106
172,159
108,137
94,22
139,143
195,110
51,51
110,37
122,92
68,54
71,71
175,71
132,200
88,195
116,17
47,130
99,16
25,132
92,182
194,72
95,97
88,29
131,97
71,126
151,189
85,181
196,141
99,124
149,180
89,159
106,156
18,66
126,198
83,176
91,92
119,42
128,185
133,142
190,99
139,108
87,116
39,27
100,59
142,63
85,48
105,39
75,129
65,150
108,69
153,95
170,40
181,48
104,26
119,67
75,134
28,189
14,22
181,115
125,26
85,74
79,72
172,11
72,38
143,198
74,134
177,64
142,179
152,189
181,82
29,97
110,144
154,197
116,63
150,169
123,114
166,165
93,65
12,112
141,173
101,175
54,112
124,112
54,161
94,87
106,120
129,57
130,16
140,177
88,178
114,184
79,44
199,162
117,116
42,89
166,61
177,74
166,176
94,59
11,171
184,56
18,80
175,38
195,145
98,177
68,62
100,145
14,120
65,15
157,147
76,158
99,46
185,170
176,118
11,154
108,45
53,15
139,193
33,103
107,158
150,199
156,138
68,138
39,167
140,146
79,187
197,20
88,164
31,15
154,29
176,66
25,45
21,56
173,93
78,156
101,11
124,149
66,80
129,30
20,175
13,176
107,91
197,144
101,148
138,135
73,171
169,46
17,49
174,47
106,55
157,128
179,113
29,127
147,41
106,147
53,106
51,185
148,71
71,183
143,158
119,62
142,173
51,12
123,44
129,61
41,31
90,170
144,195
98,42
100,121
121,156
183,142
90,81
32,86
83,64
105,82
60,179
152,97
52,178
15,23
54,198
128,21
22,98
141,154
64,90
169,113
113,150
86,142
145,192
158,116
52,59
68,18
22,154
127,14
108,82
138,79
145,44
152,136
148,71
24,140
43,80
54,129
105,168
62,59
82,83
101,95
32,146
37,54
64,13
38,131
72,171
99,92
14,69
198,18
181,145
142,53
117,191
173,20
118,120
135,157
188,156
106,141
53,89
149,122
75,67
109,26
200,44
46,160
113,120
90,15
158,169
92,23
199,147
81,56
133,52
33,119
124,197
134,181
198,126
126,95
52,194
136,140
185,108
177,179
75,127
16,33
182,125
195,81
52,155
180,168
114,104
141,174
169,100
43,143
66,66
126,141
43,139
183,150
164,133
20,74
181,142
173,161
143,112
44,26
192,123
101,125
166,106
118,78
49,96
180,78
102,82
45,11
182,153
17,40
147,140
130,160
34,49
144,190
78,173
33,72
168,198
56,61
55,138
168,174
96,112
177,138
159,70
28,187
96,139
151,188
188,163
40,155
42,190
61,135
116,115
134,44
23,62
59,183
97,92
166,198
166,182
195,94
17,79
134,17
164,189
170,124
118,39
174,97
121,170
48,121
194,186
131,150
110,160
77,33
25,42
105,50
137,66
111,129
113,136
199,178
60,145
154,39
72,165
44,96
198,12
187,166
33,69
112,101
175,26
100,97
76,87
186,19
163,21
27,58
17,167
63,68
160,161
98,130
174,79
49,56
109,169
149,69
116,123
33,60
186,117
36,152
158,159
183,19
26,96
58,43
102,22
129,160
179,67
176,56
156,199
137,173
133,114
165,177
143,92
47,38
119,104
92,193
170,156
102,155
137,78
64,28
113,170
124,62
153,195
76,188
63,174
17,169
120,72
91,117
193,195
21,192
36,99
145,164
187,162
150,36
43,131
115,116
35,118
88,86
83,152
116,11
143,108
101,19
169,140
178,45
153,44
131,199
121,58
24,110
96,150
185,142
151,65
174,118
173,11
50,143
149,57
41,159
151,175
59,21
74,127
90,193
181,33
39,162
27,132
127,137
187,118
100,146
121,165
63,143
89,86
106,50
189,74
13,132
194,152
150,60
28,78
67,28
80,193
42,159
165,178
39,17
194,113
198,180
54,105
199,30
111,123
157,104
81,47
105,70
177,30
86,184
195,133
127,118
80,162
28,189
128,122
198,88
153,159
175,53
44,28
168,185
135,135
57,185
190,20
151,155
115,108
146,47
197,120
83,146
115,83
49,144
200,182
15,59
151,93
22,172
25,124
173,151
116,175
170,165
185,189
71,157
21,14
100,40
181,80
76,112
179,163
110,40
163,76
67,66
180,16
80,75
56,198
99,117
165,90
90,106
75,116
167,26
107,123
19,107
171,10
47,131
110,143
19,126
176,16
159,146
140,94
196,84
31,84
45,105
22,132
98,145
95,72
165,28
142,85
121,178
58,86
178,99
146,89
20,156
42,90
178,28
92,143
166,172
191,164
160,48
148,191
162,155
136,133
172,84
106,136
61,116
93,128
162,147
128,155
87,170
103,146
96,155
185,126
38,111
193,115
195,51
86,95
159,11
130,12
60,94
44,109
174,20
70,145
36,32
42,46
16,79
40,35
118,62
109,154
167,188
73,42
80,116
33,181
157,43
117,25
82,46
196,95
181,109
52,121
163,104
43,96
90,186
199,171
43,70
178,122
86,79
38,132
199,189
173,114
77,105
166,152
188,124
45,111
122,151
61,67
183,125
101,116
21,35
14,145
53,93
109,85
104,33
41,179
62,175
102,86
73,108
16,18
17,17
146,22
194,184
97,143
22,52
75,150
105,60
192,17
172,179
24,149
46,182
134,73
122,70
115,75
42,62
117,25
65,144
41,78
186,119
182,187
43,160
69,187
167,98
127,25
112,125
97,44
51,103
81,27
60,113
197,102
23,10
151,53
194,121
104,197
18,60
89,80
140,109
112,111
66,39
78,37
167,179
89,148
23,177
66,12
166,37
31,22
195,164
32,31
29,92
149,130
115,38
70,35
44,95
177,64
176,70
105,88
43,161
28,184
107,14
112,13
144,159
86,77
20,182
59,16
19,96
113,47
39,23
156,26
62,177
192,146
42,180
42,52
37,27
132,154
125,45
49,140
138,109
98,150
89,152
198,56
80,82
120,141
103,30
114,199
81,74
121,157
127,78
81,52
193,11
95,174
138,140
23,36
32,131
37,25
45,90
91,156
12,22
131,62
93,160
87,18
129,112
33,110
136,35
105,38
169,141
177,172
131,158
189,57
98,122
112,100
88,193
96,147
68,128
183,169
84,62
49,147
33,132
126,109
57,200
158,60
74,180
161,11
96,60
135,25
167,37
100,189
126,98
42,56
158,77
41,60
91,168
130,70
27,28
166,34
49,134
176,108
158,51
56,13
146,76
158,187
158,94
34,106
150,109
78,24
72,91
151,10
50,23
67,146
172,190
68,164
130,181
53,143
166,160
119,44
129,26
17,156
199,80
73,123
26,15
175,31
146,143
98,190
129,198
195,89
181,112
115,89
46,21
45,197
183,82
166,186
166,146
37,153
16,191
41,61
148,27
76,137
113,133
121,23
67,94
177,57
17,95
147,173
55,189
171,70
161,37
58,97
83,91
29,38
188,35
71,126
177,177
176,73
116,108
24,82
85,165
179,161
186,41
50,158
54,131
55,136
40,175
16,41
104,34
54,96
70,136
130,46
72,41
172,63
65,81
147,60
193,31
10,187
108,13
165,141
142,173
117,13
182,14
21,118
174,173
170,27
181,108
156,52
134,146
177,111
172,91
70,134
195,124
174,115
15,84
110,38
80,66
126,74
125,19
71,16
188,178
96,89
94,152
102,181
179,200
185,135
31,45
130,33
152,96
173,157
193,111
45,194
131,106
24,106
77,46
98,31
129,185
48,186
170,88
136,170
76,114
81,113
187,157
179,135
144,164
193,172
124,24
185,148
87,109
129,77
50,60
168,47
110,195
17,28
138,158
106,169
183,112
143,152
151,54
139,51
46,17
182,180
142,177
89,81
163,35
38,35
60,146
168,121
55,20
160,191
96,182
40,96
182,141
63,108
163,195
147,196
29,92
128,163
75,105
61,73
34,200
56,118
89,168
104,20
32,29
93,114
167,59
68,167
17,114
44,64
129,21
93,13
151,95
94,16
50,41
105,197
57,176
55,120
28,10
141,156
116,163
36,196
29,109
53,168
19,19
67,101
56,77
139,162
146,104
123,54
144,136
13,184
72,151
98,68
18,89
100,153
153,94
67,191
105,120
92,40
149,158
150,195
34,148
167,107
138,88
196,142
63,17
123,159
143,186
15,194
144,124
136,165
142,106
178,176
149,134
59,151
155,106
103,84
195,140
38,68
137,56
69,101
108,171
136,185
23,131
66,42
19,87
41,39
44,187
92,83
98,169
94,12
123,125
22,75
84,162
76,64
52,33
193,119
78,182
181,55
124,15
43,41
17,133
33,156
79,164
100,28
93,125
125,95
79,144
55,28
123,124
10,27
65,139
87,123
191,26
55,165
89,61
163,22
49,149
183,39
43,55
107,129
170,94
154,110
138,69
96,11
195,187
34,123
133,196
71,164
194,88
127,198
80,169
79,64
46,111
16,16
132,95
27,179
157,103
182,109
55,53
155,174
145,188
183,184
191,92
139,187
140,66
150,15
169,179
114,53
192,151
179,113
61,109
150,69
145,97
94,132
129,66
163,13
53,124
63,76
68,68
75,164
146,156
57,194
191,103
192,130
184,147
21,10
145,76
53,61
94,46
40,161
89,74
148,109
189,94
95,165
133,145
74,90
30,99
118,199
85,79
144,53
90,24
124,14
29,55
81,150
119,140
174,74
112,60
195,144
74,97
67,14
116,198
28,68
72,66
194,95
181,124
178,107
100,113
13,51
54,97
82,128
157,76
80,158
178,67
126,52
167,163
60,50
161,181
146,81
138,175
149,147
64,105
135,115
26,75
177,192
63,24
103,142
182,101
150,31
75,30
11,56
133,38
82,78
180,154
39,86
109,48
68,200
200,30
185,63
102,102
31,175
126,142
129,20
24,36
125,138
68,131
23,199
193,165
105,199
188,32
19,27
152,58
172,155
133,68
122,102
91,11
194,39
176,17
34,148
148,15
133,49
175,127
186,111
44,164
11,108
160,104
150,43
41,151
130,58
169,136
151,98
125,133
161,182
17,12
53,175
143,82
162,93
157,22
159,193
83,69
183,86
30,164
86,71
94,67
49,89
150,145
152,160
167,120
80,200
193,138
74,147
192,16
107,75
49,21
52,97
86,154
134,133
22,70
63,91
160,94
67,41
113,83
60,47
118,144
31,42
25,152
157,153
151,99
68,137
72,56
127,113
98,47
48,141
66,93
143,101
36,131
185,71
62,143
44,101
170,128
183,137
200,44
151,38
93,139
123,105
135,26
125,119
193,54
125,163
110,59
10,169
170,193
27,172
153,152
133,109
33,69
112,166
96,79
105,34
176,154
125,35
73,134
117,24
120,130
120,148
144,163
172,159
157,51
29,100
142,140
50,76
53,60
42,125
129,187
116,132
144,68
177,47
73,135
183,104
106,173
96,82
41,173
117,158
152,110
155,84
152,120
95,96
159,21
165,43
194,165
96,44
184,192
173,169
159,142
88,47
49,86
55,189
95,63
88,11
136,193
198,21
136,46
90,40
95,166
68,113
120,132
161,123
178,62
79,176
36,21
116,100
28,70
140,152
189,198
35,187
79,60
182,41
61,81
62,90
36,135
13,182
86,65
81,195
159,141
175,197
191,109
22,60
149,152
15,57
160,138
28,179
22,143
154,68
122,196
95,12
93,110
82,179
193,98
128,105
154,57
185,176
183,169
29,81
24,71
113,139
149,21
156,98
198,166
94,162
96,87
81,153
80,89
107,54
157,30
12,72
179,165
35,184
199,167
39,158
87,76
140,110
92,151
47,108
119,43
104,179
53,23
120,47
116,77
92,115
147,130
199,101
181,89
105,17
197,94
152,71
24,193
141,44
153,55
190,196
152,157
32,143
150,76
156,179
126,136
60,64
127,158
137,66
166,120
77,199
194,84
25,131
84,89
21,46
106,80
32,126
137,79
164,128
78,26
69,122
165,11
119,106
94,131
115,127
120,70
27,123
158,160
93,185
196,92
160,55
152,86
182,89
146,169
91,36
178,32
54,30
129,15
84,87
93,43
104,91
102,118
112,61
98,139
139,152
26,58
96,108
127,156
100,52
175,12
46,160
56,23
18,32
58,161
123,161
120,30
92,100
135,129
143,117
20,131
55,70
61,98
157,36
193,119
27,99
165,28
19,41
128,66
22,46
60,56
18,140
180,115
155,96
76,108
138,25
196,14
76,103
19,111
72,105
25,84
147,131
69,111
134,13
42,131
94,98
48,172
180,53
61,27
146,162
153,190
200,71
68,38
82,16
99,95
56,48
69,171
81,48
59,66
124,52
133,132
62,99
37,164
78,152
79,154
26,95
199,185
151,47
181,59
120,116
166,96
68,114
61,159
26,173
23,112
18,129
197,119
152,93
196,23
53,55
168,41
79,53
64,121
62,100
36,187
14,75
56,153
178,160
101,152
43,69
117,164
42,181
80,153
185,162
104,106
187,52
189,192
139,35
196,67
58,103
142,132
57,55
98,46
134,18
46,87
195,112
87,171
20,106
105,110
30,132
79,181
169,132
76,120
79,144
106,193
109,129
50,170
180,89
176,104
191,21
115,159
120,173
158,19
55,135
104,113
192,35
62,57
148,193
154,48
33,173
157,88
185,159
43,127
118,136
117,55
123,120
18,171
149,128
139,184
47,191
165,122
58,78
109,168
99,145
19,184
176,115
41,176
25,180
14,151
122,46
194,46
151,100
179,69
45,191
110,20
109,166
187,47
20,132
135,159
85,178
37,85
68,51
61,184
131,10
13,171
177,124
78,101
148,198
31,21
60,86
178,183
183,53
17,18
85,195
120,140
95,64
45,14
128,147
156,41
84,58
93,189
49,157
124,24
71,193
186,102
49,96
63,73
10,151
19,14
112,86
79,140
137,49
49,139
97,32
112,192
20,200
164,79
191,70
71,166
99,173
99,41
130,69
190,102
132,140
19,31
193,81
90,34
154,58
87,49
146,15
38,32
84,188
63,45
197,113
181,141
50,14
162,89
142,43
29,146
109,197
145,169
60,69
26,120
149,117
58,84
96,153
20,82
40,87
144,93
57,41
54,84
57,89
71,119
170,138
81,76
190,169
136,166
48,131
157,95
17,89
20,60
41,109
180,87
161,187
190,128
121,168
78,173
111,123
20,83
43,198
37,11
187,37
61,138
185,156
131,44
158,79
192,28
113,49
43,32
83,164
17,62
12,19
177,109
152,164
55,59
72,157
76,51
54,66
128,87
124,144
156,177
130,48
37,197
81,108
54,108
22,162
90,121
113,144
137,175
70,77
16,127
136,85
49,99
23,88
182,125
186,191
106,97
63,116
93,132
186,124
15,92
144,58
19,18
74,87
195,126
34,151
183,24
138,122
140,62
169,35
200,11
75,116
63,148
75,131
146,85
53,70
152,187
64,27
86,170
112,11
129,104
40,16
28,188
189,52
40,28
88,18
66,97
89,176
162,158
113,82
18,148
13,193
99,197
99,23
161,190
71,147
82,157
127,80
178,186
111,40
149,152
194,133
126,162
164,111
29,194
13,132
52,94
54,158
180,107
79,21
108,146
151,74
69,43
180,196
114,94
49,76
78,42
82,23
72,197
126,174
155,149
97,168
163,117
69,135
34,82
116,30
122,60
146,73
141,138
69,33
110,92
120,117
187,23
152,73
80,182
19,145
38,89
81,148
35,24
67,171
196,53
177,134
191,85
48,52
80,169
39,152
150,59
98,186
81,63
92,116
170,29
21,95
74,25
170,30
74,58
133,34
190,20
148,50
186,185
177,23
178,157
179,81
145,70
12,127
47,36
142,116
29,188
183,89
194,136
143,170
167,155
78,129
99,69
34,76
140,69
168,144
62,79
107,91
13,111
67,97
188,109
12,22
198,67
22,126
171,118
161,107
168,184
64,100
150,44
108,72
118,30
11,185
110,165
115,60
36,161
196,186
33,145
185,173
131,32
174,48
15,103
107,82
130,138
133,31
19,158
149,200
83,33
172,61
14,87
79,97
38,67
78,139
161,149
55,99
104,149
81,72
143,58
70,31
84,94
101,191
16,156
174,194
21,30
186,80
195,81
81,23
140,43
13,23
86,112
50,161
119,143
42,169
70,65
70,43
61,74
163,182
174,121
50,64
83,89
158,113
125,183
26,116
129,123
179,151
61,47
167,21
127,107
94,151
104,130
168,23
179,165
135,45
69,116
14,162
185,42
160,151
16,95
189,174
46,68
149,111
70,49
69,145
105,181
74,32
190,161
111,123
87,61
53,145
59,84
73,67
72,95
159,139
138,189
82,143
62,16
185,23
119,10
73,75
122,184
166,190
171,93
80,109
151,88
143,124
38,172
18,167
92,122
11,74
11,81
137,98
67,27
191,92
164,136
14,146
37,171
68,104
58,186
11,128
200,185
170,109
198,158
95,119
191,76
103,108
194,48
174,162
40,123
119,13
62,93
107,149
73,180
50,74
104,167
189,70
102,112
135,30
129,47
13,114
174,41
197,32
79,129
95,193
101,102
196,129
157,15
74,50
148,40
102,132
78,91
137,37
162,71
93,154
116,18
47,97
173,138
93,104
19,119
89,84
132,78
184,200
150,191
25,55
49,140
142,177
61,157
146,152
69,196
147,164
121,85
188,87
36,139
136,80
174,194
112,193
57,163
84,172
76,40
103,117
96,83
114,151
38,102
81,54
109,154
151,146
183,164
54,67
142,113
138,141
69,17
111,33
112,38
171,124
58,48
192,56
49,176
28,16
60,73
144,94
154,141
76,159
16,85
74,48
59,114
49,65
197,33
81,111
40,156
133,128
16,59
34,79
34,141
139,120
105,176
109,117
40,107
139,38
191,138
175,182
20,45
184,73
45,166
87,174
133,67
44,108
89,74
91,141
13,178
194,194
131,128
46,157
172,123
165,52
186,82
66,68
197,65
