m,n
48,21
67,170
196,180
144,14
124,84
184,57
164,136
19,97
126,51
114,143
190,190
186,20
153,172
174,136
122,164
189,153
97,133
37,139
90,75
174,197
115,153
20,115
33,74
153,181
111,130
118,178
172,50
45,160
187,66
128,53
46,31
104,63
105,103
23,59
188,118
32,116
61,24
93,89
108,38
26,99
111,75
24,27
121,132
72,157
157,60
187,55
113,132
92,112
120,25
152,142
152,112
33,127
163,169
41,66
170,182
182,109
179,147
89,151
187,142
77,147
100,79
98,93
38,55
182,95
93,51
65,93
197,186
72,161
97,170
195,35
100,135
53,159
43,95
83,49
23,84
52,192
79,97
59,77
65,178
18,118
27,22
164,30
61,97
63,124
93,74
71,90
96,77
62,147
180,33
58,193
182,42
37,125
164,165
62,44
78,168
94,188
51,53
86,76
13,193
109,31
162,152
71,30
112,55
172,183
111,192
55,92
160,145
50,78
102,61
86,200
103,47
197,190
165,137
187,26
64,176
142,72
122,44
152,34
15,49
181,199
137,53
32,55
105,199
87,186
143,180
58,105
117,26
161,114
26,172
197,182
146,141
44,169
195,74
87,195
163,95
85,23
118,102
69,30
176,51
42,174
29,51
62,176
191,169
38,136
103,137
172,58
169,37
50,195
42,42
133,34
54,10
21,139
99,89
178,29
63,109
177,133
20,13
118,158
104,166
173,186
82,30
172,84
112,123
113,64
13,143
196,65
42,89
105,81
83,126
119,193
17,151
124,115
172,120
59,62
52,41
159,15
69,165
31,160
173,47
137,10
57,34
88,26
27,26
182,174
166,179
162,164
186,40
147,70
164,73
140,163
43,183
74,192
17,105
94,187
22,43
119,156
185,105
15,81
67,29
79,111
53,118
115,172
48,101
127,190
10,82
82,70
41,140
50,66
178,145
93,147
12,30
36,69
160,188
39,49
139,17
21,48
148,91
196,123
158,129
28,136
176,61
144,55
141,39
35,104
99,181
191,114
161,187
49,124
190,35
68,104
195,194
58,144
10,107
80,148
28,68
23,128
34,106
188,20
84,93
81,93
140,111
29,104
175,80
61,198
151,65
144,96
74,103
151,26
146,16
99,72
147,21
197,52
127,78
78,137
183,82
102,199
74,101
61,113
38,82
147,81
114,64
51,55
96,156
185,154
173,29
121,82
23,99
23,67
23,156
87,155
160,60
66,54
93,79
19,67
80,56
108,166
175,37
48,167
85,31
33,168
135,181
162,190
187,137
41,144
10,183
190,11
10,150
20,50
152,35
64,112
78,19
154,162
68,97
170,97
43,95
179,191
21,146
78,137
137,46
196,139
141,72
153,112
153,47
63,169
178,188
129,93
69,171
16,49
24,71
94,113
115,171
146,67
98,78
119,183
16,37
55,63
97,124
72,134
114,89
54,148
56,194
79,30
77,182
151,176
75,132
198,112
147,19
73,11
35,92
97,112
113,154
98,178
93,37
124,70
129,11
34,129
146,122
145,12
149,145
46,153
192,165
126,25
166,106
186,52
104,56
198,18
180,61
27,65
107,164
150,39
97,101
122,188
17,61
184,21
139,134
171,83
36,53
51,66
63,63
31,65
119,68
57,64
28,92
105,104
193,65
151,80
199,118
86,170
132,148
154,129
171,158
22,126
45,89
136,54
22,37
160,192
66,171
75,96
101,198
70,53
109,63
77,175
119,154
132,28
30,171
183,42
17,44
47,90
74,186
21,80
141,146
183,126
11,47
98,149
179,184
197,136
180,90
125,134
200,18
121,199
151,191
12,199
73,16
77,112
130,187
51,115
198,37
192,19
14,80
150,150
89,141
60,136
51,129
86,62
34,37
187,114
77,38
51,176
181,11
72,81
53,78
167,67
165,119
30,154
66,46
124,127
46,95
104,108
65,77
95,147
167,124
64,132
126,84
144,80
147,155
116,190
99,79
162,12
17,139
145,196
93,160
119,140
186,141
57,167
47,27
27,71
129,82
24,168
165,93
120,50
119,55
135,107
40,103
95,175
60,87
87,23
49,142
153,23
70,189
151,139
57,28
94,17
111,183
157,111
124,21
186,146
129,132
128,59
150,40
13,84
119,89
38,19
65,57
43,111
175,52
57,107
42,11
150,43
93,200
36,200
85,177
20,58
60,36
30,56
125,187
199,192
31,163
42,169
125,182
126,16
29,41
27,141
140,12
167,136
21,184
187,55
126,82
111,98
23,34
41,179
188,40
196,117
190,15
98,38
94,199
160,114
11,13
13,24
132,198
114,120
27,196
18,158
190,183
143,43
142,159
197,139
81,119
49,27
183,167
34,87
28,82
191,191
24,109
166,49
175,159
24,143
19,41
198,70
24,25
152,189
183,196
84,11
120,177
42,192
33,138
39,88
48,35
48,50
115,19
116,71
135,83
124,32
173,45
118,14
51,122
11,19
132,128
139,153
76,29
29,141
137,17
180,196
186,49
21,32
177,45
79,170
165,15
45,33
93,97
111,189
58,99
188,13
22,16
59,67
101,66
29,32
124,122
161,165
169,176
21,54
159,189
62,172
151,141
56,89
179,178
42,109
155,48
43,50
26,93
41,194
36,86
131,19
114,104
177,172
169,121
122,48
126,45
161,142
79,12
15,81
111,13
69,61
28,55
128,92
134,67
188,76
28,57
92,92
12,38
13,20
178,146
129,85
106,28
171,136
28,60
102,36
167,61
110,60
43,91
45,28
156,15
50,33
192,179
15,88
147,194
14,33
124,62
113,62
145,128
53,28
109,198
100,141
126,133
62,67
28,187
145,53
29,164
68,161
41,76
145,68
99,187
127,182
141,183
12,197
148,61
104,75
185,142
24,141
42,50
118,189
46,33
93,92
113,72
31,22
153,14
97,28
42,101
154,87
12,113
47,178
156,160
155,102
58,195
139,85
120,128
161,10
52,145
67,42
194,143
142,21
120,47
180,144
13,197
188,187
83,131
94,169
188,138
90,25
21,82
146,174
142,53
175,148
46,42
76,142
162,154
88,55
144,143
11,179
62,199
118,197
11,54
65,101
178,138
119,122
98,25
98,18
141,64
179,68
169,191
41,92
56,91
101,13
116,84
121,141
148,125
141,61
137,112
90,78
48,10
100,150
22,41
170,112
28,42
84,37
192,187
53,145
163,115
178,147
173,151
136,71
77,28
49,26
147,71
164,173
38,184
40,155
54,72
150,81
57,143
167,37
80,12
191,154
157,170
58,114
56,190
168,26
97,114
174,30
125,133
54,139
97,63
179,87
25,168
41,63
150,141
35,193
174,183
78,117
68,111
157,125
200,126
69,176
31,179
188,143
190,108
11,181
156,161
170,22
99,167
172,161
87,143
111,94
173,59
197,12
138,132
119,181
116,87
26,136
74,139
50,139
154,123
196,173
74,121
193,178
80,119
182,40
23,39
92,68
198,78
76,83
87,102
81,190
50,154
40,88
162,167
175,104
137,82
190,14
93,78
104,61
81,118
108,35
76,187
140,159
194,142
62,82
107,178
186,34
33,120
18,147
101,190
23,133
100,200
168,72
79,34
192,33
67,76
104,121
166,120
70,169
117,87
142,74
92,56
187,137
49,189
61,78
79,24
50,147
115,178
140,115
115,47
191,34
129,169
81,176
134,112
67,76
113,153
173,109
81,43
134,139
166,76
54,116
195,110
67,35
49,180
115,72
118,199
33,56
100,111
11,83
50,98
180,57
51,137
10,191
80,34
68,94
113,143
73,36
156,95
12,143
53,91
52,103
176,25
195,133
153,99
86,126
77,112
27,95
38,142
102,155
190,121
159,17
94,61
162,114
102,43
140,12
77,91
86,95
129,10
107,33
173,20
145,194
115,88
197,23
67,59
89,34
122,109
124,182
14,48
143,102
138,101
58,67
87,144
52,173
163,89
78,181
192,170
99,176
78,82
155,57
192,35
123,89
21,171
127,129
127,189
113,163
200,131
66,50
139,138
111,163
139,111
41,67
154,124
194,49
93,12
104,71
188,64
10,180
136,28
120,71
95,104
56,18
13,58
178,90
41,154
68,189
55,65
199,53
98,88
83,142
75,172
48,142
182,192
138,81
131,77
182,140
119,66
131,88
31,157
188,182
162,140
187,14
91,96
153,168
137,19
177,52
16,69
30,198
54,56
188,32
104,199
49,39
42,124
144,15
88,150
68,116
121,152
23,150
18,46
150,154
154,99
149,88
67,88
175,108
119,134
84,41
26,196
72,35
15,141
178,78
82,71
126,142
56,152
36,52
67,20
88,156
142,128
119,19
152,52
77,116
122,187
16,187
123,71
154,111
87,121
27,97
64,40
118,97
196,181
81,147
108,28
114,91
153,12
77,77
31,147
190,27
180,63
90,24
19,131
52,120
86,185
37,113
20,93
102,199
51,136
60,77
46,13
87,107
123,60
141,102
190,131
38,45
86,186
131,62
195,65
196,172
149,130
119,26
113,36
32,101
130,42
41,156
148,110
38,160
120,198
62,111
163,57
17,12
131,84
25,165
133,55
188,113
20,154
15,99
158,43
127,19
148,74
77,120
98,15
65,118
169,130
34,19
102,190
19,153
58,29
73,164
66,152
160,37
158,127
181,156
137,151
131,158
61,159
60,156
100,10
196,38
132,75
60,88
34,152
38,169
155,169
81,140
40,197
87,14
165,111
140,86
109,194
100,107
187,193
132,134
13,136
26,67
197,166
51,62
97,134
60,120
99,21
88,45
42,196
13,193
196,109
155,110
157,197
86,32
198,199
180,112
47,87
25,131
72,176
179,96
137,121
41,76
27,198
124,92
56,195
134,143
82,24
90,183
198,152
163,150
75,169
58,99
116,12
95,78
182,166
139,83
162,49
51,16
184,136
51,94
88,155
37,79
36,106
45,84
181,59
188,90
22,82
19,119
136,19
189,41
121,90
45,160
103,48
148,184
139,191
150,90
160,96
142,22
107,190
137,139
88,126
145,143
199,145
167,134
48,184
72,81
135,103
120,71
161,150
35,103
151,29
10,182
14,26
159,17
83,177
34,170
29,74
171,192
19,104
69,96
80,85
125,125
125,103
103,18
106,91
177,194
137,124
76,22
48,14
178,187
163,171
181,15
90,104
142,173
73,180
167,177
106,132
193,77
10,57
120,158
158,65
35,130
66,64
175,125
15,91
31,159
25,47
108,76
82,108
181,56
13,72
59,25
117,95
90,83
136,171
197,172
42,161
191,141
13,160
157,179
94,74
91,126
44,55
180,190
47,185
159,163
14,135
20,45
53,168
185,183
184,186
91,71
137,112
107,104
18,43
154,39
59,124
53,65
192,107
40,17
101,153
54,73
165,121
29,135
179,67
110,95
78,131
12,47
55,180
134,41
65,168
85,110
37,14
75,83
101,158
75,11
20,80
106,111
21,60
100,199
65,60
140,98
192,28
100,100
148,117
100,82
48,65
149,154
11,187
129,133
196,187
35,21
136,72
42,31
50,158
40,186
141,43
32,117
93,198
182,134
61,59
126,44
131,87
26,172
70,131
27,24
68,194
31,186
130,35
89,176
159,27
57,56
58,193
59,96
189,137
32,77
17,14
120,179
39,174
39,149
135,86
16,79
158,134
91,187
46,25
136,169
39,139
180,33
77,103
138,161
34,110
73,31
68,143
154,149
121,118
98,85
121,157
116,65
71,134
124,119
109,144
139,48
171,95
188,129
59,185
22,73
119,101
159,109
116,15
194,15
54,195
62,16
41,160
86,76
24,62
91,30
97,125
17,62
166,72
83,128
73,165
145,60
133,69
17,189
112,138
49,90
25,31
39,155
77,111
134,139
42,170
124,182
166,197
146,40
73,157
132,41
150,103
146,67
73,82
174,193
43,150
43,58
59,145
81,77
43,92
13,178
100,122
41,28
159,179
78,135
38,144
37,32
106,133
116,146
198,189
112,79
43,62
186,70
171,61
200,109
24,99
193,79
111,18
49,45
54,138
76,33
99,55
133,13
38,49
61,174
154,67
107,166
66,137
63,67
140,150
60,149
134,57
100,42
200,144
43,156
182,111
101,112
193,44
160,161
68,53
119,148
140,85
168,24
197,198
52,158
102,58
144,57
162,123
49,148
15,77
93,51
92,18
191,175
170,97
77,148
79,167
40,134
117,33
189,96
47,45
22,170
18,76
95,178
31,58
190,29
111,148
12,80
153,85
34,126
79,157
138,142
62,54
180,160
181,157
45,99
104,144
10,49
70,114
120,144
10,111
171,186
130,61
136,59
178,123
141,131
27,53
37,161
11,57
115,173
162,25
195,188
196,79
158,92
36,155
113,118
120,130
158,60
23,110
89,191
120,92
104,116
36,31
40,199
183,72
157,103
137,34
149,175
157,138
72,112
58,43
99,30
39,131
86,32
188,94
78,76
39,194
162,198
96,106
73,121
83,125
118,40
68,49
115,41
176,149
161,129
184,182
127,131
144,58
181,62
199,152
52,40
117,62
101,164
69,77
47,157
158,31
19,176
90,106
158,63
43,26
33,134
80,62
40,140
175,83
110,136
165,12
136,190
22,155
134,60
25,22
175,32
56,114
137,84
12,142
186,15
35,145
116,127
101,159
126,84
109,186
106,30
77,150
189,87
142,139
163,91
53,61
131,179
177,134
98,115
152,190
12,189
49,37
62,60
195,97
199,65
36,149
161,124
151,132
178,50
44,61
160,29
34,27
52,181
106,123
126,20
100,95
70,142
98,35
163,92
163,142
50,106
99,46
178,19
78,121
142,133
69,107
183,130
165,70
138,180
61,12
12,131
43,45
62,49
81,187
156,115
76,52
22,56
20,83
39,169
92,187
73,67
88,183
192,165
23,47
72,133
25,188
169,88
29,40
103,176
35,18
144,166
142,62
124,68
86,129
118,115
159,82
94,29
200,99
28,18
175,152
73,167
142,11
33,161
63,65
141,144
52,132
173,162
147,147
25,142
102,31
85,87
85,77
152,119
177,182
25,175
142,31
183,61
44,121
170,169
83,113
149,46
189,119
151,172
199,186
117,147
116,83
114,105
188,90
10,187
123,195
89,27
127,85
179,11
68,14
20,44
86,132
32,80
82,124
23,79
139,35
76,136
56,35
48,146
15,51
49,115
66,178
65,157
41,19
198,125
43,169
170,193
16,120
125,95
166,158
151,177
194,128
130,183
199,125
125,81
140,18
161,145
162,148
62,127
145,198
18,83
39,116
65,91
17,102
82,68
14,51
49,164
168,179
101,14
175,92
142,29
177,130
138,122
114,89
46,130
146,66
49,34
83,145
59,59
23,154
142,199
149,196
164,159
117,123
90,41
20,161
145,198
32,154
95,110
171,47
54,142
105,105
98,78
99,136
151,146
23,180
161,86
53,79
155,133
56,108
33,28
51,119
29,64
171,107
50,73
40,23
19,92
121,68
13,198
12,166
111,93
16,15
40,22
95,69
131,40
117,188
29,185
159,16
27,192
123,66
199,77
111,41
147,29
95,187
103,190
17,26
42,26
139,160
158,110
64,54
50,23
178,169
183,193
27,91
18,187
87,139
178,75
56,150
47,193
164,138
27,180
47,129
83,111
61,95
46,21
17,154
53,181
92,54
14,115
41,148
17,178
36,65
158,49
101,176
114,135
75,67
153,72
169,156
187,64
90,44
106,24
81,186
93,98
90,187
168,45
168,62
23,128
168,40
148,200
131,15
84,169
66,173
185,199
154,64
67,148
26,51
66,43
158,13
83,100
123,96
140,24
97,195
38,43
56,135
12,13
197,20
192,147
190,105
183,100
72,172
121,28
181,66
64,133
133,87
68,79
15,192
78,84
67,88
126,30
158,24
130,43
109,78
124,88
84,160
119,61
195,57
53,182
197,163
90,18
106,190
87,195
47,37
146,51
33,185
10,55
106,90
106,63
14,135
127,49
81,134
54,92
14,176
69,119
183,177
18,30
104,146
12,187
11,147
118,132
189,115
190,84
85,63
90,148
58,86
75,128
107,96
64,17
186,123
95,15
117,186
92,43
137,18
172,134
11,21
133,71
117,74
139,173
72,116
55,72
72,87
187,103
113,170
26,136
171,57
196,64
23,56
61,187
50,139
89,35
70,172
109,39
67,175
94,179
13,12
118,114
171,112
112,49
11,196
169,197
198,130
28,15
171,163
74,91
131,24
35,168
30,198
81,138
103,186
25,181
65,189
173,187
24,167
62,79
26,135
110,162
97,43
100,112
179,47
149,158
45,43
171,110
151,85
165,115
97,11
58,69
105,122
16,42
10,158
49,125
26,175
191,11
167,77
187,77
172,106
113,16
78,70
177,169
99,125
12,90
128,49
19,137
58,98
164,13
171,113
168,11
33,97
105,113
154,127
37,124
149,158
175,156
120,182
193,41
120,200
22,13
32,18
19,21
64,165
116,155
157,30
152,86
36,197
186,194
85,25
149,157
151,152
57,46
76,11
144,169
153,10
150,76
165,57
120,80
36,185
173,114
180,26
108,104
88,189
185,192
92,138
38,116
191,105
80,40
146,35
90,21
52,68
48,183
69,135
22,99
179,160
56,167
185,91
131,12
22,119
181,92
20,177
154,128
137,130
18,33
176,78
157,62
89,157
36,137
51,133
40,128
101,75
17,45
181,64
106,90
175,158
109,199
139,152
136,181
17,51
74,149
28,43
197,20
162,190
194,57
41,23
21,77
98,70
115,10
19,193
167,39
88,144
88,99
28,104
76,139
161,160
196,48
103,149
23,27
56,159
180,122
123,132
70,116
132,185
140,154
125,147
35,122
103,76
185,20
194,153
13,181
107,96
163,187
143,164
123,175
34,198
61,15
139,126
85,28
36,140
120,200
182,34
72,145
184,197
112,71
157,195
118,92
147,127
25,37
79,13
28,50
15,16
196,184
57,115
79,176
137,47
108,78
181,61
27,17
184,91
107,129
188,16
45,103
173,117
150,178
105,102
175,122
102,97
94,100
40,89
184,188
113,138
169,157
197,171
87,20
117,120
144,36
92,107
131,66
138,119
66,162
173,57
104,164
131,178
159,23
107,36
60,70
127,198
97,181
125,10
149,190
137,141
38,166
21,102
42,90
141,59
109,35
65,18
143,117
171,139
136,58
124,142
133,70
179,143
141,24
26,78
154,132
71,17
122,181
87,189
31,154
80,133
18,65
183,166
172,110
144,153
192,173
80,101
89,169
91,81
152,195
89,186
191,196
51,70
12,69
170,15
111,55
30,28
153,13
41,139
130,187
32,194
168,200
174,35
87,118
15,190
106,132
117,58
86,33
132,123
179,72
32,44
110,83
42,110
79,162
187,176
111,150
173,46
35,160
57,143
168,88
84,51
143,46
53,87
194,82
32,64
73,54
188,70
68,183
109,115
122,111
32,68
184,157
99,200
17,183
172,141
87,50
81,96
120,22
83,155
80,82
189,22
146,50
100,32
35,199
162,68
144,133
108,182
72,32
99,75
37,48
179,123
145,139
73,91
76,82
97,65
113,97
141,93
10,179
187,64
141,200
59,66
94,177
74,71
10,86
19,192
134,27
156,175
95,146
89,57
87,159
71,75
90,107
17,196
68,69
135,66
11,166
198,136
21,197
56,138
67,151
123,82
171,80
21,14
73,159
38,91
141,30
171,121
200,194
167,40
181,97
26,194
192,106
66,112
142,50
192,198
189,93
130,33
148,116
190,116
135,41
128,21
80,40
157,92
92,101
118,190
50,70
64,140
176,192
191,183
122,63
15,169
197,48
17,120
192,120
184,120
82,124
42,21
24,194
151,49
177,83
196,72
35,184
154,33
170,161
48,187
104,160
189,178
20,106
152,146
80,142
171,84
134,10
143,189
82,45
66,76
118,143
138,114
199,94
54,40
88,82
13,47
87,29
195,24
144,177
181,22
38,24
54,37
184,144
21,186
85,145
83,77
123,177
188,95
95,122
33,189
79,39
172,73
180,49
53,182
160,58
199,127
44,176
145,107
162,75
166,140
169,49
103,22
193,58
78,42
24,147
143,52
169,174
77,39
74,99
80,191
199,161
148,23
45,194
99,42
146,56
169,119
61,171
82,42
162,69
133,23
155,46
82,64
112,129
150,26
82,173
156,31
35,27
101,17
120,78
25,143
197,193
117,192
198,37
163,122
133,193
110,74
122,63
200,140
21,84
37,183
174,113
133,117
43,36
27,53
98,70
50,38
167,44
143,15
150,151
54,173
11,122
63,15
49,129
116,19
51,72
138,36
63,184
150,36
181,80
141,127
11,84
192,169
42,179
114,76
128,14
83,199
20,141
179,192
22,135
198,68
146,120
30,136
83,185
134,99
34,33
83,72
149,156
139,123
88,122
86,99
47,134
102,136
63,157
200,169
164,89
102,138
84,180
131,115
156,76
200,129
129,153
136,195
39,175
33,100
159,169
162,49
13,28
93,150
10,94
70,190
182,119
90,63
177,113
131,66
24,145
93,198
164,150
159,183
49,110
175,131
194,105
157,71
47,78
71,162
135,66
196,96
77,130
26,191
158,190
36,13
74,44
79,43
88,185
106,152
102,130
145,133
120,116
106,119
187,20
178,49
23,198
90,158
170,105
93,170
59,103
12,45
168,115
93,42
186,101
112,123
70,64
161,114
31,24
167,52
196,24
42,87
118,36
160,99
14,74
59,190
145,120
183,74
198,187
165,151
101,69
112,148
23,121
46,170
186,159
181,52
165,194
116,146
174,115
84,127
96,167
186,141
137,103
12,169
68,71
22,148
137,176
10,26
108,71
34,26
144,22
44,184
175,35
192,108
126,63
52,154
56,152
51,92
58,165
194,113
181,132
104,175
45,173
96,189
107,97
123,76
19,103
10,141
137,24
69,69
93,68
111,66
25,184
132,63
140,180
182,77
67,82
103,31
171,114
43,110
93,121
125,15
150,139
128,45
62,198
179,97
121,180
65,67
112,64
13,132
74,19
183,11
175,152
111,17
159,155
163,56
68,131
157,110
59,73
107,132
184,58
88,76
119,192
108,135
175,81
148,90
94,12
15,103
111,148
27,140
38,38
171,182
185,119
125,25
87,128
68,154
32,34
59,40
160,62
26,109
57,111
91,21
19,195
15,191
87,131
30,14
160,29
143,128
176,188
198,160
84,80
49,180
140,140
22,190
79,143
64,120
173,57
105,109
93,103
44,194
104,143
199,54
96,181
42,92
46,123
89,30
155,171
26,130
10,50
155,123
41,144
28,150
189,103
71,106
149,46
193,127
154,104
95,60
138,190
143,196
174,59
116,53
146,62
61,26
21,106
98,90
71,63
75,107
117,190
141,83
195,51
86,69
102,175
145,172
86,66
12,83
66,186
173,96
72,75
31,155
117,50
25,108
45,106
197,117
66,38
185,54
171,69
87,76
110,191
61,55
173,167
47,190
35,39
94,137
165,27
136,119
187,166
197,127
124,130
106,167
82,169
69,157
190,109
117,193
127,106
72,133
163,34
189,176
126,86
35,89
110,118
44,189
149,82
84,184
85,15
130,110
173,71
148,19
52,154
164,37
99,94
155,90
123,175
99,182
91,51
162,86
106,23
167,17
144,193
115,135
135,195
123,49
127,82
191,164
190,28
88,146
142,158
194,186
64,176
190,40
83,144
171,140
143,110
18,148
183,194
181,68
38,153
48,130
28,83
27,147
27,129
125,184
61,32
13,47
193,40
45,197
109,162
63,193
10,135
43,190
38,12
24,136
64,196
170,149
90,142
22,134
128,149
98,115
154,150
170,139
103,147
140,29
67,153
71,21
200,157
115,138
67,61
98,120
137,11
199,196
181,20
147,37
33,33
168,77
49,45
130,22
129,31
59,18
142,40
158,115
151,106
146,48
10,52
182,194
10,18
112,107
90,191
107,83
92,130
63,68
137,30
46,34
122,121
77,35
47,144
176,178
73,27
152,182
24,14
88,33
41,176
137,69
95,93
104,171
87,168
117,169
189,145
23,47
14,153
63,102
52,88
92,75
91,76
140,158
17,40
154,96
168,104
54,62
40,38
91,45
106,71
26,119
158,86
116,175
38,108
161,52
83,197
26,179
191,161
59,14
117,194
128,51
167,127
114,34
89,99
145,76
108,78
63,84
187,27
161,46
190,94
94,65
43,163
101,103
21,172
171,86
162,110
129,131
138,108
71,173
29,180
109,43
81,32
112,190
107,91
96,114
51,190
95,30
79,147
156,105
73,191
35,20
197,187
54,39
156,44
142,125
33,36
135,97
150,66
86,183
135,34
162,11
139,199
18,39
16,119
11,150
90,86
76,50
170,95
77,167
197,108
76,169
84,29
18,105
121,182
38,193
120,145
78,53
83,196
164,106
143,71
91,87
41,97
178,25
157,39
175,170
60,49
145,65
147,20
54,188
48,170
59,27
162,50
85,52
72,90
199,198
32,134
22,27
90,45
81,166
12,199
33,185
140,142
30,138
142,168
169,111
40,187
181,157
135,115
68,143
37,160
171,148
116,92
91,94
107,38
172,121
108,151
144,146
69,134
154,89
114,73
144,173
81,26
58,48
35,46
193,110
86,85
67,77
189,12
22,40
96,53
173,191
178,48
129,181
104,105
98,63
100,156
27,48
39,182
10,133
106,95
120,122
195,61
117,15
126,27
126,67
129,109
149,147
39,70
14,88
157,171
123,35
119,93
42,180
136,193
55,111
101,157
82,39
47,23
183,172
120,131
129,185
34,155
145,53
125,198
38,150
136,102
122,86
186,93
49,194
135,185
134,48
99,79
16,71
51,43
108,175
15,47
180,192
160,59
149,140
158,33
142,98
109,111
109,93
68,97
154,187
110,142
112,100
90,25
22,179
106,189
30,86
199,53
82,192
37,152
179,148
190,36
109,90
59,31
65,128
92,122
19,156
12,80
183,110
67,79
85,136
152,149
40,190
109,122
44,14
10,185
135,52
164,176
173,67
195,88
88,68
162,108
123,127
150,45
74,63
179,77
75,81
148,133
180,102
38,161
10,63
87,37
193,164
188,132
43,140
95,119
77,194
142,114
55,70
128,37
18,58
101,47
33,194
83,81
25,80
71,50
94,10
135,130
43,100
56,102
182,113
70,153
79,104
134,52
87,40
59,45
150,109
141,138
185,45
114,121
47,46
91,190
159,14
173,152
200,194
50,28
38,73
177,117
142,184
33,23
116,151
171,133
173,130
198,73
38,94
158,160
128,145
195,34
130,163
70,100
28,100
187,198
150,151
58,61
38,179
93,103
114,113
48,89
24,95
189,33
97,25
48,115
53,84
53,117
114,177
37,179
147,87
164,60
173,145
43,114
119,194
192,192
185,44
71,157
101,178
144,198
103,47
11,117
189,101
114,131
189,181
127,64
34,121
111,16
167,46
68,48
24,19
176,42
126,76
123,35
60,36
75,193
79,175
175,153
52,113
162,118
65,139
155,76
60,71
149,48
67,173
151,173
20,132
169,88
70,169
87,33
66,176
167,54
54,149
113,200
152,173
28,23
113,102
43,137
102,189
101,84
186,106
181,24
177,77
142,111
91,152
133,24
103,132
26,18
72,131
14,149
144,76
196,39
88,58
94,194
127,61
125,158
60,151
20,121
143,124
192,95
79,160
157,188
74,174
197,103
18,131
199,197
24,148
22,31
55,152
184,103
66,94
133,135
33,171
94,165
126,108
11,144
181,78
162,68
162,98
32,83
74,118
40,138
190,110
135,47
148,126
120,103
88,88
126,93
171,109
102,162
193,46
11,149
66,136
96,42
21,170
116,41
22,127
66,185
200,90
50,130
20,62
71,104
54,131
114,136
58,131
101,85
132,62
144,122
51,27
14,169
155,156
67,169
188,106
130,72
75,132
188,56
184,50
144,135
135,50
150,189
34,117
143,174
171,111
11,87
152,161
53,73
64,117
95,29
145,115
116,27
149,15
56,149
198,17
74,132
125,73
57,65
25,123
142,86
125,162
192,10
52,74
57,147
34,101
106,39
170,77
65,94
138,196
129,160
187,138
156,53
72,131
171,188
83,107
163,103
169,160
199,31
65,145
128,130
199,46
35,195
44,25
132,27
82,190
93,199
48,148
98,34
192,103
93,169
90,195
100,190
24,182
171,183
191,74
162,76
74,82
163,96
127,35
28,13
148,99
14,107
13,176
159,67
156,36
165,170
39,91
155,174
140,23
179,88
118,123
36,125
187,94
92,168
49,98
55,162
103,194
171,139
39,13
102,174
175,125
120,23
138,47
132,58
164,149
79,170
114,152
23,191
114,197
160,147
162,195
167,145
20,42
155,73
113,163
82,13
94,41
196,93
134,117
189,198
44,152
59,27
90,82
171,198
117,97
81,140
108,106
115,162
39,82
49,186
177,182
102,59
191,46
189,99
17,40
12,84
192,72
112,24
127,184
148,59
113,72
174,99
109,85
145,141
21,124
181,47
80,153
88,199
195,187
37,177
86,149
85,90
71,12
169,159
69,41
142,191
151,143
134,95
52,181
160,180
150,48
174,94
70,152
148,195
154,165
87,80
68,14
14,188
120,162
103,155
140,61
101,170
49,79
49,13
31,20
178,142
142,95
90,108
68,33
68,72
149,193
178,63
142,28
153,67
174,134
69,25
184,26
46,145
145,135
125,100
63,174
133,117
57,24
64,85
114,50
118,116
103,34
98,24
172,129
75,28
180,36
66,43
78,26
64,58
200,45
89,155
130,76
49,154
113,79
136,196
33,128
45,105
190,89
187,162
35,68
33,195
44,34
156,178
89,32
16,61
37,100
114,196
146,164
85,189
180,43
47,62
168,56
91,100
71,49
149,32
15,177
186,171
40,24
82,52
96,174
46,60
52,189
78,67
120,97
70,157
140,55
77,100
58,149
79,14
31,20
162,81
14,67
31,60
152,135
35,39
87,123
198,21
43,119
107,91
170,105
185,196
155,102
106,81
15,135
64,64
51,73
13,169
58,69
127,136
187,82
135,109
73,184
105,46
180,19
60,190
129,51
114,16
85,110
178,96
51,112
142,74
52,174
101,166
149,104
125,140
35,129
16,145
90,107
169,161
27,117
192,155
20,13
129,76
75,17
90,14
165,165
160,107
176,10
114,132
162,187
41,174
106,65
139,145
121,193
156,35
186,10
121,72
90,75
180,199
122,147
27,97
98,151
158,138
121,93
112,99
34,35
129,155
159,60
132,143
88,152
191,117
149,144
184,107
137,127
107,111
181,156
53,128
146,169
32,83
36,40
131,124
84,145
64,168
13,138
128,18
156,150
185,130
24,138
82,27
115,158
26,71
128,152
177,175
28,175
155,158
118,72
178,116
67,80
54,147
43,17
107,123
30,135
154,12
94,38
59,178
98,13
157,160
21,196
28,112
193,135
114,35
141,62
162,92
87,136
81,127
190,145
147,154
41,155
139,106
101,136
30,50
111,47
92,155
77,154
130,77
132,56
56,108
35,52
152,29
178,65
167,178
93,194
104,151
35,162
171,93
154,183
50,124
154,106
178,111
112,106
18,143
70,153
112,169
51,20
199,186
95,107
80,70
13,26
87,152
48,110
142,98
136,177
168,115
173,23
37,145
145,166
125,66
134,77
111,172
83,10
48,149
160,183
139,127
172,113
95,190
169,21
25,182
156,157
14,136
59,120
127,197
116,164
187,64
15,107
98,102
49,173
81,80
47,199
50,95
15,185
136,110
25,126
