m,n
115,14
72,168
195,168
109,63
73,130
30,12
54,116
42,120
73,166
16,90
46,181
35,78
93,136
168,62
82,66
190,108
101,145
199,75
82,28
54,44
150,188
198,24
33,39
180,136
121,99
120,155
128,39
183,126
61,70
40,175
75,121
131,175
191,16
150,148
19,53
45,89
130,159
79,172
84,165
130,152
145,35
30,89
26,30
147,147
154,147
99,40
75,24
194,75
83,52
112,193
81,66
39,51
35,36
126,91
137,27
42,62
49,107
88,159
88,31
17,82
174,108
173,145
117,71
181,21
127,62
92,29
72,192
74,148
191,157
180,192
178,161
23,142
25,145
74,21
174,100
150,142
61,23
52,66
144,35
198,164
61,88
73,60
129,199
67,158
84,198
120,173
123,14
136,102
161,150
153,42
171,163
74,41
62,78
138,196
164,183
154,125
66,155
163,40
94,162
138,126
156,13
148,13
53,60
24,16
190,65
65,117
31,12
151,190
39,66
168,89
127,124
29,92
101,40
25,191
20,11
61,190
86,139
23,149
194,49
24,73
180,162
23,36
142,96
50,135
181,22
176,92
63,28
62,167
10,167
198,158
78,149
89,103
192,90
129,96
172,128
58,188
39,176
107,63
163,80
54,191
111,175
141,193
192,63
188,17
140,102
123,60
145,51
87,67
101,94
72,127
150,149
196,11
66,105
110,26
48,98
164,104
172,64
23,33
103,71
178,10
84,177
135,72
24,189
192,63
141,183
117,11
26,45
192,170
100,81
106,90
10,105
120,54
70,108
79,200
48,86
133,18
133,109
26,135
113,26
44,19
28,107
53,97
155,197
64,82
117,179
128,18
34,113
49,154
171,181
33,104
74,27
22,14
99,49
76,200
159,14
13,163
21,48
173,139
18,85
146,47
171,181
155,145
50,96
18,52
120,116
108,161
78,93
149,110
161,19
173,158
166,180
155,38
73,145
27,83
171,91
126,131
122,61
156,95
69,31
97,159
127,168
32,152
109,171
92,151
28,84
127,167
137,45
189,129
72,187
41,70
145,163
97,172
19,138
35,194
134,19
68,87
119,75
155,179
41,60
85,96
35,169
189,178
82,95
29,187
82,174
20,104
18,163
37,190
194,49
89,165
42,74
63,105
90,138
133,173
27,180
98,187
14,106
95,171
78,16
51,13
55,172
164,51
53,128
24,200
141,69
150,98
109,70
26,13
164,38
176,24
168,76
68,98
92,109
172,54
162,67
169,134
132,179
173,164
23,145
120,135
141,15
78,174
167,174
85,172
187,197
123,193
128,188
179,55
95,59
86,46
105,38
137,161
37,14
132,51
185,13
19,186
131,194
190,130
120,10
84,136
118,86
48,131
178,67
132,197
200,80
160,41
174,64
106,96
135,145
23,85
53,129
64,172
182,130
158,113
97,134
113,51
182,135
195,68
99,171
134,131
153,78
96,187
90,111
57,141
172,172
47,21
195,42
111,184
40,172
13,177
161,106
139,152
165,38
39,30
112,84
96,95
54,164
179,26
25,28
21,66
199,153
152,63
41,129
57,77
34,125
159,112
70,174
46,17
68,118
74,32
69,89
199,14
199,23
22,27
162,54
183,68
168,63
126,24
187,96
108,176
169,149
15,63
31,57
26,41
38,157
111,140
90,63
68,150
191,62
53,195
82,171
59,140
158,109
190,89
26,95
139,150
154,148
103,26
15,55
195,153
29,97
39,73
96,78
30,85
70,21
97,63
196,65
163,25
19,176
124,194
119,85
173,104
136,155
126,136
110,15
124,100
49,87
98,85
54,74
198,14
79,145
92,156
90,33
110,100
88,45
35,171
57,147
19,131
36,43
167,176
53,129
29,14
200,178
66,74
155,13
113,153
96,97
137,107
41,45
43,68
92,191
22,147
105,149
49,15
95,189
63,191
53,28
189,52
178,180
193,45
25,141
49,64
147,127
185,126
128,194
35,126
127,181
114,29
18,122
88,30
178,161
107,106
173,90
112,188
93,144
113,92
36,151
159,125
149,17
197,38
72,123
92,193
47,132
129,65
199,70
97,63
87,165
181,154
134,55
198,197
92,135
49,85
75,127
108,129
131,27
135,44
120,67
38,158
149,67
146,17
199,182
90,137
181,162
55,94
51,47
163,103
146,40
46,179
121,103
199,84
182,183
37,45
197,72
36,166
175,132
91,71
188,91
47,50
43,112
69,27
72,35
12,17
36,152
70,17
157,172
80,63
168,191
79,34
97,161
39,118
135,100
26,192
42,43
127,149
106,157
77,127
29,145
166,146
152,163
137,164
60,186
84,53
111,179
97,39
35,21
135,124
177,199
62,168
127,150
117,75
158,69
136,129
73,152
140,175
190,118
30,81
33,144
192,145
73,26
15,72
99,200
65,167
162,74
63,93
40,136
155,30
146,162
142,130
88,106
126,112
164,171
47,25
187,150
12,124
190,42
160,11
120,138
14,155
32,77
153,34
136,170
147,111
31,72
187,156
198,171
192,85
188,84
183,180
175,69
38,128
48,134
22,55
115,96
95,91
40,17
110,22
28,22
54,111
132,26
194,104
81,166
177,138
11,118
54,138
95,69
84,55
117,14
114,79
37,158
162,119
145,142
36,150
159,73
189,149
41,146
87,136
119,83
167,154
73,139
150,38
43,115
22,166
125,57
164,61
173,89
123,21
171,108
89,48
42,99
154,172
144,170
63,186
56,27
23,152
16,88
62,128
25,106
147,168
139,193
113,151
148,76
149,79
44,184
126,91
153,73
65,56
25,110
148,75
89,81
18,64
157,123
72,55
23,13
107,112
150,90
27,25
139,113
126,146
107,132
68,83
152,187
158,52
102,92
83,136
110,154
102,188
83,162
188,20
155,68
152,155
91,35
127,110
140,107
61,127
152,164
71,146
151,116
106,69
37,123
194,114
46,87
117,48
146,158
191,108
36,134
70,26
56,92
63,14
47,10
129,126
77,51
151,168
62,26
147,92
11,185
47,134
41,57
195,57
23,172
105,63
16,107
108,127
132,175
164,55
121,170
101,199
48,160
19,154
96,124
140,120
107,135
106,196
50,26
66,90
15,43
38,83
124,71
58,70
154,99
121,86
18,125
21,161
22,14
189,142
12,187
82,125
137,56
138,99
104,178
131,17
14,72
135,56
70,10
34,77
166,116
111,93
175,178
13,65
11,152
121,166
182,49
74,69
25,64
174,123
151,57
145,85
178,69
45,145
62,110
123,93
25,69
123,178
180,155
105,98
138,45
71,191
13,76
123,28
140,61
138,49
117,163
51,46
98,91
150,35
143,130
82,109
169,74
111,57
133,46
157,59
188,134
162,68
112,182
192,141
110,165
152,142
180,111
38,197
148,68
24,92
196,31
104,132
25,107
161,115
194,64
23,31
118,151
15,183
135,38
187,144
120,57
164,32
167,53
169,140
12,147
24,147
12,24
26,154
154,26
187,15
16,43
186,46
98,32
53,73
47,20
126,171
10,193
65,119
133,181
105,195
59,153
136,128
70,15
145,43
199,170
68,87
73,187
184,154
93,42
169,31
159,39
197,64
38,63
165,152
83,27
28,171
53,63
171,48
125,50
114,103
160,38
58,177
55,196
63,137
25,75
175,80
125,37
14,188
133,20
24,50
11,18
83,160
188,199
115,153
197,14
55,177
44,157
90,29
26,146
11,77
81,52
92,172
196,49
169,156
195,82
72,25
109,156
88,26
70,193
133,83
145,125
150,139
35,71
111,41
56,132
36,161
99,136
197,62
53,196
15,195
10,122
172,13
186,58
26,198
61,195
130,93
86,47
117,101
87,73
80,63
15,168
97,21
108,180
97,198
191,77
86,47
62,31
17,141
168,141
62,66
162,91
155,122
63,181
107,166
140,128
104,131
143,80
107,106
160,156
138,69
187,139
74,194
74,51
51,64
173,47
75,145
99,191
73,110
189,24
150,76
96,149
178,70
186,60
25,109
56,93
33,10
52,136
198,73
167,57
109,20
71,155
76,149
167,129
114,193
20,183
189,116
191,156
76,48
194,170
91,35
110,140
87,40
49,51
19,88
39,189
125,194
24,110
99,182
125,138
172,26
55,127
84,139
138,59
135,167
90,50
81,143
161,112
76,123
69,157
101,171
199,11
19,129
84,45
183,20
169,164
102,150
65,20
197,52
38,195
141,91
31,75
91,60
78,77
120,180
120,106
101,14
109,63
161,11
156,98
177,168
197,131
72,188
44,182
56,175
35,79
174,117
191,186
21,57
80,105
197,53
78,31
110,97
148,190
134,91
185,90
195,121
72,28
179,83
16,122
172,37
46,154
34,20
126,113
169,127
58,124
152,163
34,97
172,51
120,83
80,31
26,148
23,139
43,21
43,124
133,112
41,183
99,64
58,193
79,120
185,58
114,41
73,196
23,36
27,154
182,134
118,125
198,49
86,98
179,80
166,154
158,145
38,184
121,126
67,190
195,117
50,159
24,151
17,175
62,80
160,77
164,24
56,71
163,124
118,195
115,16
64,188
42,159
77,14
186,127
48,148
145,29
190,128
91,51
41,145
36,113
160,10
138,57
191,39
60,200
24,129
171,59
61,121
43,57
38,23
163,49
154,162
159,32
112,11
54,88
136,67
141,36
19,192
27,197
190,76
143,13
40,11
149,16
49,31
95,24
129,66
160,141
87,153
150,33
99,40
53,172
134,72
136,189
10,27
166,126
129,198
36,147
183,50
146,123
36,12
57,176
104,134
72,189
29,33
84,14
186,120
144,130
89,22
90,137
175,191
22,172
37,38
36,130
178,176
115,135
73,33
165,87
188,65
94,85
188,130
62,144
122,134
193,78
187,123
162,159
138,169
108,26
176,26
188,157
50,73
20,110
53,196
135,194
102,151
136,86
195,180
37,58
63,109
167,144
44,176
81,158
120,92
129,149
98,17
143,116
106,166
197,155
114,184
141,135
122,87
152,40
152,169
191,130
153,144
65,90
154,51
66,134
103,103
138,93
40,148
137,158
113,173
93,177
57,69
88,139
128,182
156,171
199,86
105,104
142,70
170,116
115,151
178,109
113,70
186,46
128,182
133,172
85,136
185,107
43,82
22,30
74,71
127,88
88,49
198,26
74,147
147,168
143,67
75,60
65,138
39,71
168,125
13,64
72,49
39,120
47,102
35,58
171,88
89,135
173,51
130,163
48,116
126,193
53,173
189,147
142,74
193,45
192,106
55,23
130,25
141,11
178,49
113,156
56,90
32,105
174,50
25,137
77,170
162,109
64,123
186,42
67,132
82,30
16,58
136,132
72,26
174,140
137,163
181,158
111,178
180,190
15,188
140,146
84,162
98,34
200,120
61,13
111,31
106,60
62,148
194,128
90,133
157,98
102,52
152,56
135,19
118,134
198,166
60,182
67,171
17,200
174,97
158,51
25,95
17,53
76,26
89,183
189,142
18,65
64,100
39,140
165,177
155,47
42,152
62,108
48,150
176,81
59,187
61,57
170,65
175,15
129,149
50,177
98,19
155,65
143,191
149,91
60,153
152,200
19,30
103,146
153,102
24,157
72,79
115,166
165,159
93,99
99,157
173,176
121,85
63,19
12,59
170,150
166,30
141,43
136,164
177,16
103,78
77,10
101,16
147,20
35,65
15,10
92,181
38,126
151,197
12,33
88,166
162,46
143,21
22,96
55,47
21,141
60,63
60,183
91,148
197,190
198,67
180,62
33,140
47,127
135,98
166,187
99,41
51,120
178,200
88,154
50,111
141,67
116,16
135,47
26,72
82,94
110,177
77,88
76,139
157,129
172,130
31,135
66,148
80,141
105,180
78,88
159,131
108,38
74,111
197,58
197,164
178,50
152,95
70,31
197,109
56,137
65,133
14,117
38,196
147,80
122,63
64,54
95,19
115,70
52,121
20,145
160,186
56,92
28,82
40,27
163,67
110,79
48,129
129,168
56,72
15,31
187,39
149,88
199,145
85,22
171,198
180,67
160,111
105,113
180,130
52,128
93,88
28,128
78,163
178,175
122,105
96,20
181,119
24,48
104,152
102,44
43,32
21,108
81,99
97,85
37,180
140,17
108,12
108,70
89,180
58,149
86,24
22,80
112,55
19,182
73,187
139,164
51,139
138,190
81,105
166,24
134,72
79,190
78,98
116,148
125,76
32,58
25,17
111,11
89,175
88,82
18,146
147,11
153,56
108,35
37,148
77,10
112,44
32,75
107,17
145,189
105,149
48,23
124,152
63,24
54,198
63,60
184,95
133,76
180,135
104,190
79,39
116,92
128,66
11,91
169,169
111,151
152,176
91,198
130,14
90,37
27,100
45,176
187,35
47,17
64,112
28,83
119,103
194,71
135,10
56,86
155,145
152,106
131,155
128,120
100,185
112,119
110,58
36,170
54,45
129,113
33,13
11,188
170,27
66,81
115,60
50,169
195,127
162,129
184,109
112,187
147,140
99,85
22,171
191,109
91,36
159,119
78,12
145,120
173,85
93,49
152,184
195,173
126,20
77,42
56,58
163,92
125,153
166,77
169,50
168,99
69,161
129,119
181,166
123,166
11,176
34,170
106,96
98,22
16,42
132,45
148,148
191,49
199,87
15,188
159,14
152,77
193,11
110,64
121,137
173,178
188,45
76,26
189,194
127,69
196,80
167,194
18,105
115,117
167,49
49,167
11,107
76,13
37,60
80,22
63,112
21,24
16,140
96,91
27,47
81,66
23,48
180,17
65,97
153,135
170,20
