m,n
14,191
190,67
41,12
139,112
200,123
198,191
144,68
20,10
151,168
145,89
162,102
46,168
96,102
74,175
78,153
85,70
113,178
105,145
87,129
199,150
112,42
44,94
83,179
168,153
48,22
13,96
44,125
195,10
103,91
101,174
10,195
194,22
167,179
23,18
25,51
21,111
67,94
120,29
156,83
159,45
88,166
164,158
79,25
135,96
89,118
66,154
101,53
200,32
97,89
185,29
88,38
187,51
182,15
172,108
100,13
144,109
104,140
91,181
147,72
49,11
59,137
21,94
90,184
115,55
199,59
21,127
177,140
72,94
28,145
86,169
24,145
166,63
164,104
75,194
53,93
82,99
185,142
69,60
151,71
20,174
51,138
123,199
47,12
199,61
151,152
17,120
14,161
95,115
153,104
51,149
168,177
186,106
104,186
79,132
96,95
34,22
57,148
30,135
113,153
116,56
28,36
85,176
165,80
99,15
86,88
142,73
66,156
63,18
160,151
63,110
80,64
171,185
100,163
41,10
123,175
185,152
117,161
119,130
144,12
197,142
37,175
46,148
195,64
49,28
164,153
41,56
117,30
115,117
11,51
155,128
59,197
10,131
51,111
194,167
195,162
174,39
108,65
182,145
71,112
126,164
139,42
94,87
30,178
168,145
154,99
148,101
191,19
62,136
33,61
31,82
115,44
139,46
57,32
90,96
195,178
10,50
83,169
131,111
109,153
129,139
56,28
62,89
106,29
57,141
149,78
87,94
177,153
158,78
90,190
86,43
190,197
143,19
128,142
154,24
26,195
200,44
180,188
97,145
29,36
193,65
38,100
59,168
113,115
135,80
154,108
35,81
116,143
102,198
102,158
114,156
62,166
150,170
135,51
154,200
52,17
13,199
98,20
125,100
35,136
135,100
19,126
92,137
158,166
83,10
22,89
185,12
52,25
51,65
33,19
27,145
191,100
85,191
26,119
46,113
41,23
94,45
200,170
108,50
127,13
176,91
100,100
142,163
110,147
149,163
62,138
118,48
193,154
66,108
74,79
67,81
167,168
42,152
83,57
24,55
124,107
117,86
109,126
196,77
108,145
39,135
90,117
55,86
169,119
66,13
169,129
56,66
175,40
170,40
41,100
12,55
37,70
25,113
104,51
197,193
175,197
184,198
42,98
83,155
24,167
114,185
121,101
191,88
134,183
181,47
171,63
119,178
64,148
81,105
176,48
95,26
50,116
26,24
71,126
47,114
141,29
13,36
160,158
186,196
186,90
189,49
26,173
166,167
71,104
137,200
53,170
10,35
47,117
126,157
193,21
70,136
141,89
56,195
186,196
157,198
178,44
194,73
191,180
172,162
99,115
166,48
112,82
101,56
196,72
161,25
77,71
12,107
190,102
191,33
181,29
15,11
146,30
66,132
175,41
143,116
149,68
165,158
79,102
200,169
31,134
136,47
97,62
86,36
106,176
16,113
99,32
164,29
64,199
96,15
130,27
153,156
166,132
130,166
102,171
119,95
37,159
114,188
78,125
17,151
194,93
109,20
106,92
126,40
128,16
110,199
143,194
42,74
89,134
75,132
193,55
167,89
35,133
158,180
129,113
12,127
15,195
200,142
197,142
23,29
59,25
121,47
78,112
111,77
47,89
72,75
76,142
137,51
179,100
199,35
58,144
65,167
43,195
183,33
99,183
125,138
144,19
174,101
26,163
46,129
171,128
85,34
57,134
119,133
166,173
127,17
43,126
173,72
196,51
117,86
160,67
172,46
43,135
39,83
20,94
107,144
76,94
48,158
35,61
104,97
45,156
169,143
160,29
59,149
64,194
113,37
141,42
166,136
185,27
189,110
142,18
167,136
40,166
190,38
160,124
20,15
13,182
181,94
19,191
43,116
178,178
122,23
116,141
68,161
157,15
21,39
31,67
18,190
183,87
123,110
36,176
174,95
103,80
52,120
37,178
189,28
180,21
86,53
163,143
176,10
93,130
61,15
54,54
84,58
73,96
174,187
95,141
103,120
62,146
21,136
172,35
157,26
84,10
47,141
159,103
163,95
36,72
147,46
176,167
11,56
163,154
160,180
53,27
131,70
33,111
135,167
72,92
138,136
175,32
109,86
49,167
178,118
166,153
70,148
65,136
29,49
133,161
40,128
14,164
70,35
119,126
101,150
102,134
189,85
119,20
198,97
86,172
38,76
151,22
197,138
58,64
44,90
76,130
159,192
60,124
67,94
88,92
137,53
181,56
150,16
29,96
151,13
94,110
56,92
